馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アンリーロード,牝3,池添,栗東・茶木,差し,22.3,9,1,2歳未勝利,35.4,462(-2),阪神,91,中12週,Y,,2,リアルスティール,ジャングルポケット,
2,1,キタウイング,牝3,杉原,美浦・小島,差し,11.4,5,1,,34.9,432(0),中山,54,中7週,Y,,3,ダノンバラード,アイルハヴアナザー,
3,2,ルミノメテオール,牝3,Ｍデム,美浦・金成,差し,7.0,3,1,,33.6,446(+4),中京,84,中11週,Y,,2,エピファネイア,フォーティナイナー,
4,2,エクローサ,牝3,藤岡康,栗東・坂口,差し,244.1,16,1,2歳新馬,35.2,440(-4),阪神,69,中9週,Y,,1,エイシンフラッシュ,ネオユニヴァース,
5,3,ダルエスサラーム,牝3,,栗東・高野,先行,19.9,8,1,,35.1,438(0),中京,48,中6週,Y,,3,ダイワメジャー,Tapit,
6,3,レミージュ,牝3,荻野極,栗東・松永幹,,76.0,13,5,,35.4,428(-8),中京,27,中3週,Y,,3,キズナ,Gone West,
7,4,マラキナイア,牝3,松山,栗東・吉岡,先行,72.8,12,6,,35.0,432(+4),中山,77,中10週,Y,,3,ジャスタウェイ,キングカメハメハ,
8,4,ドゥーラ,牝3,戸崎圭,栗東・高橋康,先行,2.5,1,6,,35.0,476(+6),阪神,83,中11週,Y,,3,ドゥラメンテ,キングヘイロー,
9,5,モズメイメイ,牝3,武豊,栗東・音無,先行,16.2,7,1,,34.2,456(0),阪神,20,中2週,Y,,3,リアルインパクト,Frankel,
10,5,アリスヴェリテ,牝3,坂井,栗東・中竹,,24.6,10,4,,35.5,442(0),中山,49,中6週,Y,,3,キズナ,Cozzene,
11,6,バースクライ,牝3,浜中,栗東・千田,差し,8.9,4,2,,34.6,466(-8),中京,48,中6週,Y,,2,ハーツクライ,Dubawi,
12,6,カフジキアッキエレ,牝3,国分恭,栗東・森田,差し,67.8,11,1,3歳未勝利,34.0,388(-6),阪神,21,中2週,Y,,2,モーリス,アドマイヤベガ,
13,7,コナコースト,牝3,鮫島駿,栗東・清水久,差し,14.8,6,2,,33.6,458(-4),中京,28,中3週,Y,,2,キタサンブラック,キングカメハメハ,
14,7,ルカン,牝3,横山典,栗東・安田翔,差し,99.1,14,2,3歳未勝利,34.2,414(-2),中京,42,中5週,Y,,2,ハーツクライ,Tribal Rule,
15,8,ワレハウミノコ,牝3,富田,栗東・武英,先行,250.4,17,1,3歳未勝利,36.8,436(-10),小倉,34,中4週,Y,,3,キタサンブラック,Pure Prize,
16,8,サーマルソアリング,牝3,岩田望,栗東・藤原,差し,99.3,15,1,3歳未勝利,34.5,468(0),中京,54,中7週,Y,,3,ドゥラメンテ,Street Cry,
17,8,ペリファーニア,牝3,横山武,美浦・鹿戸,先行,5.4,2,1,2歳新馬,35.0,496(0),中山,69,中9週,Y,,1,モーリス,ハーツクライ,
