コーナー,通過順
1コーナー,"4-6(3,5)(12,10)7(2,11)9,1-8"
2コーナー,"4,6(3,5)(12,10)(2,7,11)(1,9)-8"
3コーナー,"4(6,9)3(5,7)(2,12)(10,11)1-8"
4コーナー,"4(3,6,9)7(2,5)(12,1)-11-8=10"
