着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,10,レリジールダモーレ,牝5,56.0,団野,1:42.6,,9,23.8,36.8,栗東高橋忠,448(-10)
2,1,2,メイショウシナノ,牡4,58.0,田口,1:42.7,3/4,6,11.8,37.1,栗東大橋,490(+2)
3,4,7,タガノエスコート,牡5,58.0,川田,1:42.7,クビ,1,3.2,37.1,栗東小林,496(-8)
4,7,14,ヘニータイフーン,牝4,56.0,和田竜,1:42.8,クビ,7,14.5,36.8,栗東中村,502(0)
5,3,6,ゴッドブルービー,牡4,58.0,角田和,1:42.8,クビ,5,10.5,37.3,栗東角田,452(-8)
6,3,5,イチネンエーグミ,牡5,58.0,松若,1:43.2,2.1/2,4,8.8,37.9,栗東茶木,562(-4)
7,2,4,メイショウミカワ,牡6,58.0,西村淳,1:43.7,2.1/2,8,16.2,38.0,栗東千田,496(-18)
8,5,9,アスクビックスター,牡5,58.0,永島,1:43.7,アタマ,12,45.1,37.2,栗東矢作,476(-6)
9,1,1,カシノブレンド,セ8,58.0,秋山稔,1:44.5,5,15,101.8,38.1,美浦蛯名利,466(-4)
9,7,13,メイショウコガシラ,牡4,58.0,酒井,1:44.5,5,3,7.3,38.4,栗東本田,496(+6)
11,6,11,エミサキホコル,牡4,58.0,長岡,1:44.8,1.3/4,10,39.0,39.1,栗東杉山佳,488(0)
12,8,15,レッドエランドール,セ7,58.0,川須,1:45.0,1.1/4,13,55.4,39.6,栗東田中克,496(+6)
13,8,16,グラストンベリー,牝5,56.0,幸,1:51.0,大,14,89.8,44.6,栗東藤岡,438(0)
14,2,3,ウィズユアドリーム,牡4,58.0,松山,1:52.2,7,11,43.4,45.1,栗東吉岡,514(+10)
中止,4,8,コンティノアール,牡4,58.0,丸山,,,2,4.3,,栗東矢作,544(0)
除外,6,12,ダンテバローズ,牡4,58.0,坂井,,,,,,栗東上村,516(+2)
