券種,組み合わせ,配当,人気
単勝,10,280,2
複勝,10,110,1
複勝,6,110,2
複勝,13,120,3
枠連,4-6,340,1
馬連,6-10,390,1
ワイド,6-10,170,1
ワイド,10-13,250,3
ワイド,6-13,240,2
馬単,10-6,810,2
3連複,6-10-13,500,1
3連単,10-6-13,2500,2
