着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,ナナオ,牝3,56.0,和田竜,1:09.4,,2,5.1,35.1,栗東小栗,422(0)
2,7,8,ピューロマジック,牝3,55.0,松山,1:09.8,2.1/2,3,5.2,35.7,栗東安田隆,450(+6)
3,3,3,スピリットガイド,牡3,57.0,岩田康,1:10.0,1,7,10.4,35.0,美浦手塚,516(-8)
4,8,11,ミルテンベルク,牡3,57.0,藤岡康,1:10.2,1.1/4,4,7.7,34.7,栗東武英,476(0)
5,7,9,ゼルトザーム,牡3,58.0,池添,1:10.3,1/2,9,13.2,35.3,栗東加用,466(+2)
6,1,1,クリスアーサー,牡3,57.0,河原田,1:10.5,1.1/4,5,8.8,36.0,栗東渡辺,512(0)
7,6,7,クランフォード,牝3,55.0,Aルメ,1:10.6,1,6,8.9,35.8,栗東杉山晴,452(-4)
8,2,2,ビッグドリーム,牡3,57.0,ムルザ,1:11.0,2,1,4.2,36.3,栗東西園正,524(+2)
9,8,10,ベント,セ3,57.0,小崎,1:11.5,3,11,364.1,35.8,栗東小崎,424(-4)
10,5,5,ジャスパーノワール,牡3,57.0,松若,1:11.6,1/2,8,11.9,37.3,栗東森秀,506(0)
11,6,6,ロードフロンティア,牡3,57.0,田口,1:11.8,1.1/4,10,58.0,37.3,栗東松下,454(-4)
