コーナー,通過順
1コーナー,"6(2,3)(5,11,16)4(8,9)(10,12)(1,14)(7,13)-15"
2コーナー,"6(3,11)(2,5,16)(4,9)8(10,12)(1,14)13,7,15"
3コーナー,"6(3,11,16)(2,8,9)5(4,10,12)(1,14)13-15,7"
4コーナー,"(*6,16)(2,3,11,9)8(4,12)(1,10,14,13)(15,5)-7"
