コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"6,14(8,12)(10,18)(4,9,17)13(7,11,16)15,5(2,3)-1"
4コーナー,"6(14,12)8(4,10,18)(7,9,13,17)(11,15,16)(5,2,3)1"
