着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,14,ジャスリー,牡4,58.0,丹内,1:23.1,,9,25.0,34.6,美浦田島,526(0)
2,6,12,ヴァンドーム,牡3,55.0,北村宏,1:23.6,2.1/2,1,3.9,34.1,栗東安田,494(-8)
3,6,11,バルミュゼット,牡5,58.0,西村淳,1:23.6,アタマ,14,53.6,34.8,栗東藤野,532(+8)
4,8,16,ミエノナイスガイ,牡5,58.0,津村,1:23.6,クビ,16,120.4,35.0,美浦上原佑,482(0)
5,4,7,カンパニョーラ,牝5,56.0,吉田豊,1:23.7,1/2,8,17.1,34.4,美浦伊坂,454(+4)
6,7,13,エヴィダンシア,牡5,58.0,坂井,1:23.7,クビ,13,53.0,34.7,栗東緒方,494(+4)
7,8,15,ロイヤルダンス,牡6,58.0,オシェ,1:23.8,クビ,4,8.0,35.4,美浦清水英,512(+2)
8,3,6,キョウエイカンフ,牡4,58.0,横山和,1:24.2,2.1/2,10,29.6,34.4,美浦勢司,522(+12)
9,2,3,ドライブアローカス,牡4,58.0,杉原,1:24.2,アタマ,12,44.2,35.3,美浦小笠,436(-8)
10,1,1,ホウオウドラッカー,牡4,58.0,田辺,1:24.3,クビ,11,41.0,34.8,美浦奥村武,510(+4)
11,2,4,ロジヴィクトリア,牝5,56.0,野中,1:24.6,1.3/4,15,93.8,35.1,美浦新開,486(-2)
12,1,2,スティルディマーレ,牡4,58.0,岩田康,1:24.6,ハナ,6,10.2,35.9,美浦森一,536(+2)
13,5,10,ニジュウダンサー,牝4,56.0,横山武,1:24.7,1,7,15.4,36.4,美浦尾関,482(+18)
14,5,9,コンクエスト,セ5,58.0,菅原明,1:25.0,1.1/2,3,6.9,36.4,美浦小笠,504(-2)
15,3,5,ダブルジョーク,牡4,58.0,横山典,1:31.1,大,5,9.7,41.2,栗東昆,572(0)
中止,4,8,フライヤートゥルー,牡4,58.0,三浦,,,2,4.3,,栗東橋口,480(0)
