券種,組み合わせ,配当,人気
単勝,13,130,1
複勝,13,110,1
複勝,7,380,6
複勝,11,380,5
枠連,4-7,450,2
馬連,7-13,1480,5
ワイド,7-13,620,5
ワイド,11-13,500,4
ワイド,7-11,3970,33
馬単,13-7,1620,6
3連複,7-11-13,6760,23
3連単,13-7-11,15920,47
