券種,組み合わせ,配当,人気
単勝,6,1290,4
複勝,6,400,4
複勝,9,240,2
複勝,2,1430,15
枠連,4-5,1680,7
馬連,6-9,2730,10
ワイド,6-9,1080,8
ワイド,2-6,8170,74
ワイド,2-9,5920,59
馬単,6-9,6390,21
3連複,2-6-9,49520,138
3連単,6-9-2,278610,725
