馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ブラックボイス,牡7,坂口,美浦・浅利,先行,15.6,5,5,,13.7,516(-6),小倉,42,中5週,Y,,3,ブラックタイド,Giant's Causeway,,
2,2,クラップサンダー,牡7,黒岩,栗東・牧田,差し,34.7,7,1,,13.8,460(-4),小倉,28,中3週,Y,,3,ジャスタウェイ,キングカメハメハ,,
3,3,スマイルスルー,セ6,高田,栗東・斉藤崇,逃げ,3.3,2,6,,13.8,514(-14),中山,343,中48週,Y,Y,3,ルーラーシップ,シンボリクリスエス,,
4,4,ホウオウプロサンゲ,牡5,小野寺,栗東・矢作,,1.9,1,1,障害4歳以上未勝利,13.6,502(-10),小倉,28,中3週,Y,,3,キズナ,Monsun,,
5,5,アルカンサス,牡7,土田,美浦・田中勝,差し,133.5,11,9,,14.1,476(-8),中山,21,中2週,Y,,3,シルバーステート,Orientate,,B
6,6,オールザワールド,牡9,森一,栗東・中竹,先行,5.8,3,4,,13.6,484(+6),小倉,42,中5週,Y,,3,キズナ,Dansili,,
7,6,ナリノモンターニュ,牡9,五十嵐,美浦・上原博,先行,12.4,4,8,,13.8,510(-2),京都,140,中19週,Y,,3,ヴィクトワールピサ,エルコンドルパサー,,
8,7,エンデュミオン,牡9,難波,栗東・清水久,先行,46.2,8,8,,13.7,474(+6),小倉,42,中5週,Y,,3,ヴィクトワールピサ,ブライアンズタイム,,
9,7,トーアモルペウス,セ6,石神深,美浦・辻,先行,26.8,6,6,,13.7,486(-16),小倉,42,中5週,Y,,3,タリスマニック,クロフネ,,B
10,8,デシマルサーガ,牡6,上野,美浦・粕谷,差し,75.4,9,6,,13.6,472(-8),中山,82,中11週,Y,,3,バゴ,メイショウボーラー,,
11,8,クラウンセト,牡7,草野,美浦・本間,先行,133.2,10,12,,14.3,466(-8),中山,21,中2週,Y,,3,ストロングリターン,ブラックタイド,,
