馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,レイヤードレッド,牡4,長浜,美浦・手塚久,先行,21.2,9,4,4歳以上2勝クラス,35.0,484(-2),中山,77,中10週,Y,,3,フィエールマン,スニッツェル,
2,1,エリム,牝6,原田和,美浦・上原博,差し,95.7,14,7,,34.7,462(+2),中山,55,中7週,Y,,3,ダイワメジャー,Kalatos,
3,2,ハートメテオ,牝4,富田,栗東・笹田,差し,3.7,1,2,,34.9,452(+16),小倉,118,中16週,Y,,3,ロードカナロア,Majesticperfection,
4,2,カテリーナ,牝5,浜中,栗東・田中克,差し,8.0,5,15,,35.2,466(-4),福島,201,中28週,Y,Y,3,ホークビル,マンハッタンカフェ,
5,3,ストームサンダー,牡3,舟山,栗東・安達,差し,18.4,8,8,,34.1,464(-4),京都,34,中4週,Y,,3,ヘンリーバローズ,キングカメハメハ,
6,3,ファミリーツリー,牝5,佐々木,栗東・河嶋,先行,41.5,11,12,,35.9,464(+6),中山,55,中7週,Y,,3,ワンアンドオンリー,Street Cry,
7,4,サタデーサンライズ,牝4,北村友,栗東・石坂,追込,5.9,3,4,,34.3,456(+20),京都,118,中16週,Y,,3,デクラレーションオブウォー,サンデーサイレンス,
8,4,フォルテフィオーレ,牡5,丹内,美浦・上原佑,差し,13.8,7,1,,35.4,452(+2),福島,63,中8週,Y,,3,ドゥラメンテ,ディープインパクト,
9,5,トレミニョン,牝5,松本,美浦・和田勇,先行,64.3,13,12,,35.0,480(-10),中山,84,中11週,Y,,3,リアルインパクト,Anabaa Blue,
10,5,ラブリーリディア,牝4,小沢,栗東・中内田,差し,49.1,12,14,,35.2,454(+6),新潟,42,中5週,Y,,3,エピファネイア,ディープインパクト,
11,6,ロードマンハイム,セ6,岩田康,栗東・友道,差し,23.8,10,7,4歳以上2勝クラス,34.0,514(-4),中山,62,中8週,Y,,3,ロードカナロア,Shirocco,
12,6,ザブライド,牝5,荻野琢,栗東・西村,先行,184.1,16,10,4歳以上2勝クラス,34.7,478(+4),京都,147,中20週,Y,,3,ドゥラメンテ,Victory Note,
13,7,ヤコブセン B,牡4,斎藤,美浦・斎藤誠,先行,157.3,15,8,,34.6,506(-2),東京,49,中6週,Y,,3,エピファネイア,キングカメハメハ,
14,7,マイスターヴェルク,牝4,横山和,美浦・勢司,先行,7.7,4,12,4歳以上2勝クラス,40.2,522(+6),中山,83,中11週,Y,,3,ドレフォン,ダイワメジャー,
15,8,ウインシャーガス B,牝4,鮫島駿,栗東・杉山晴,先行,5.2,2,3,4歳以上2勝クラス,34.0,474(+2),中山,62,中8週,Y,,3,キズナ,コンデュイット,
16,8,ベネスピラ,牡4,荻野極,美浦・鹿戸,,13.1,6,1,4歳以上1勝クラス,34.2,450(-2),新潟,27,中3週,Y,,3,レイデオロ,ディープインパクト,
