馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ピューロマジック,牝4,松山,栗東・安田,逃げ,10.5,5,1,,31.3,462(+16),新潟,56,中7週,Y,,2,アジアエクスプレス,ディープインパクト,
2,1,ヨシノイースター,牡7,内田博,栗東・中尾,先行,82.0,14,7,,34.2,486(-8),阪神,21,中2週,Y,,3,ルーラーシップ,ゼンノロブロイ,
3,2,ダノンマッキンリー,牡4,横山典,栗東・藤原,差し,81.5,13,13,,,476(+19),シャティン,154,中21週,,,1,モーリス,Holy Roman Emperor,
4,2,ママコチャ,牝6,岩田望,栗東・池江,先行,8.0,3,2,,34.1,500(+2),阪神,21,中2週,Y,,3,クロフネ,キングカメハメハ,
5,3,カンチェンジュンガ,牡5,坂井,栗東・庄野,差し,28.3,8,1,,33.1,490(-6),阪神,21,中2週,Y,,3,ビッグアーサー,ノヴェリスト,
6,3,ナムラクレア,牝6,ルメー,栗東・長谷川,差し,5.7,2,8,,33.3,478(0),函館,106,中14週,Y,,3,ミッキーアイル,Storm Cat,
7,4,サトノレーヴ,牡6,モレイ,美浦・堀,先行,2.2,1,2,,,,アスコット,99,中13週,,,1,ロードカナロア,サクラバクシンオー,
8,4,ペアポルックス,牡4,松若,栗東・梅田,先行,52.9,12,2,,34.4,472(-4),札幌,35,中4週,Y,,3,キンシャサノキセキ,ディープインパクト,
9,5,ドロップオブライト,牝6,丹内,栗東・福永,先行,178.5,16,2,,33.9,448(+2),中山,22,中2週,Y,,3,トーセンラー,フレンチデピュティ,
10,5,ラッキースワイネス B,セ7,リョン,海外・マン,差し,36.6,10,2,ハンデ戦,,524(-23),シャティン,21,中2週,,,0,Sweynesse,Red Clubs,
11,6,トウシンマカオ,牡6,横山武,美浦・高柳瑞,差し,12.4,6,3,,33.5,480(+8),阪神,21,中2週,Y,,3,ビッグアーサー,スペシャルウィーク,
12,6,ヤマニンアルリフラ,牡4,団野,栗東・斉藤崇,先行,140.0,15,12,,33.3,498(+4),中京,49,中6週,Y,,3,イスラボニータ,スウェプトオーヴァーボード,
13,7,ジューンブレア,牝4,武豊,栗東・武英,先行,20.2,7,2,,33.0,490(0),中京,49,中6週,Y,,3,American Pharoah,Galileo,
14,7,カピリナ,牝4,戸崎圭,美浦・田島,先行,36.4,9,1,,33.4,480(+6),函館,106,中14週,Y,,3,ダンカーク,マンハッタンカフェ,
15,8,ルガル,牡5,川田,栗東・杉山晴,先行,8.2,4,5,,,522(0),シャティン,154,中21週,,,1,ドゥラメンテ,New Approach,
16,8,ウインカーネリアン B,牡8,三浦,美浦・鹿戸,,50.0,11,5,,34.8,514(+2),札幌,35,中4週,Y,,2,スクリーンヒーロー,マイネルラヴ,
