券種,組み合わせ,配当,人気
単勝,8,190,1
複勝,8,110,1
複勝,2,130,2
複勝,7,160,4
馬連,2-8,360,1
ワイド,2-8,180,1
ワイド,7-8,360,7
ワイド,2-7,590,9
馬単,8-2,580,1
3連複,2-7-8,1020,5
3連単,8-2-7,2950,8
