馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,パシオンブロンド,牡3,岩田望,栗東・千田,差し,38.3,9,5,2歳新馬,36.5,506(+8),阪神,196,中27週,Y,Y,1,アジアエクスプレス,ゴールドアリュール,,
2,2,ミヤノキングリー,牡3,角田河,栗東・石橋,,293.2,13,,,,516(0),阪神,112,中15週,Y,,1,インカンテーション,シャンハイボビー,,
3,2,ゴルトツィーゲル,牡3,今村,栗東・今野,,163.7,10,,,,484(0),,,,,,,ブリックスアンドモルタル,ステイゴールド,,
4,3,ノイヤーヘルト,牡3,北村友,栗東・中竹,先行,17.2,6,4,3歳未勝利,38.6,518(0),阪神,14,中1週,Y,,3,ニューイヤーズデイ,Mineshaft,,B
5,3,ニホンピロドーバー,牡3,田口,栗東・大橋,差し,420.1,15,8,2歳新馬,43.5,518(-8),阪神,127,中17週,Y,,1,ダンカーク,カネヒキリ,,
6,4,レーウィン,牡3,岩田康,栗東・上村,差し,8.8,4,6,3歳未勝利,38.9,516(0),京都,57,中7週,Y,,2,ヘニーヒューズ,ディープスカイ,,B
7,4,グリーズマン,牡3,斎藤,栗東・小栗,,2.3,1,2,3歳未勝利,36.6,496(+4),阪神,22,中2週,Y,,3,モーリス,アルカセット,,B
8,5,ワンダーカモン,牡3,川又,栗東・吉村,先行,20.1,7,2,3歳未勝利,38.0,470(0),中京,22,中2週,Y,,3,ワールドエース,サウスヴィグラス,,
9,5,レーヌガレット,牝3,泉谷,栗東・宮,差し,250.5,12,2,河渡宿特別,37.6,448(-2),笠松,38,中4週,,,1,コパノリッキー,アグネスフライト,,
10,6,リネアグローリア,牡3,鮫島駿,栗東・小崎,先行,6.3,3,3,3歳未勝利,36.7,470(0),阪神,22,中2週,Y,,3,モーニン,サンデーサイレンス,,
11,6,フォージドブリック,牡3,酒井,栗東・森田,追込,229.7,11,13,3歳未勝利,41.5,536(-8),京都,56,中7週,Y,,3,ブリックスアンドモルタル,クロフネ,,B
12,7,プルミエプランタン,牡3,松若,栗東・音無,差し,9.7,5,3,3歳未勝利,36.1,492(+6),阪神,22,中2週,Y,,3,エピファネイア,ダイワメジャー,,
13,7,ヤマニンアルリフラ,牡3,団野,栗東・斉藤崇,先行,3.8,2,2,3歳未勝利,35.9,464(-2),阪神,21,中2週,Y,,3,イスラボニータ,スウェプトオーヴァーボード,,
14,8,エイシンソブリン,牡3,小崎,栗東・中尾,,348.7,14,,,,444(0),,,,,,,ハービンジャー,ディープインパクト,,
15,8,カセノラオー,牡3,川須,栗東・中尾,先行,33.7,8,7,3歳未勝利,38.8,482(-2),京都,57,中7週,Y,,3,ヘニーヒューズ,マヤノトップガン,,
