券種,組み合わせ,配当,人気
単勝,9,1190,5
複勝,9,230,5
複勝,10,160,1
複勝,7,190,3
枠連,6-6,2070,10
馬連,9-10,1820,6
ワイド,9-10,590,5
ワイド,7-9,1190,14
ワイド,7-10,570,3
馬単,9-10,5380,19
3連複,7-9-10,4500,9
3連単,9-10-7,41090,126
