馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジュントネフ,牡2,岩田望,栗東・清水久,先行,5.9,3,1,2歳未勝利,36.3,484(0),中京,36,中4週,Y,,2,モーリス,Cactus Ridge,
2,2,ニシノオウジョ,牝2,石川,美浦・尾形,逃げ,36.3,6,1,2歳新馬,35.9,436(+4),福島,28,中3週,Y,,1,リーチザクラウン,ダイワメジャー,
3,3,マジックオブラブ,牡2,笹川翼,地方・福田真,逃げ,84.5,7,2,2歳一,38.8,442(+1),大井,59,中7週,,,0,イスラボニータ,Majesticperfection,
4,4,ハッピーサプライズ,牡2,大野,美浦・佐藤,差し,34.7,5,1,2歳新馬,35.3,438(-8),福島,14,中1週,Y,,1,レッドファルクス,クロフネ,
5,5,アトロルーベンス,牝2,団野,栗東・高野,差し,3.6,2,1,2歳新馬,34.3,464(-2),阪神,63,中8週,Y,,1,リアルスティール,Redoute's Choice,
6,6,クラート,牡2,松岡,美浦・村田,追込,263.2,8,9,2歳新馬,35.5,424(-2),東京,57,中7週,Y,,1,サトノクラウン,キンシャサノキセキ,
7,7,マスクオールウィン,牝2,Ｍデム,美浦・牧,先行,6.6,4,1,2歳未勝利,35.2,484(0),福島,29,中3週,Y,,2,ドレフォン,ハーツクライ,
8,8,コラソンビート,牝2,戸崎圭,美浦・加藤士,,1.9,1,1,2歳未勝利,35.9,434(0),東京,42,中5週,Y,,2,スワーヴリチャード,オルフェーヴル,
