馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ホウオウシンデレラ,牝5,丸田,美浦・奥村武,差し,68.3,10,8,,36.3,476(0),中山,21,中2週,Y,,2,エピファネイア,Gilded Time,
2,2,ビターグラッセ,牝6,菅原明,美浦・栗田,差し,6.2,4,6,,36.0,502(0),中山,21,中2週,Y,,3,ルーラーシップ,サクラバクシンオー,
3,3,ジャルディニエ,牝4,西村淳,栗東・奥村豊,差し,17.3,6,5,3歳以上2勝クラス,37.7,448(-6),京都,57,中7週,Y,,3,アドマイヤマーズ,Wildcat Heir,
4,4,ヴァイルマティ,牝6,丹内,美浦・鹿戸,先行,61.0,9,5,,35.5,508(+6),中山,21,中2週,Y,,3,ゴールドシップ,ブライアンズタイム,
5,4,ブラックルビー,牝4,戸崎圭,美浦・田中博,先行,5.3,3,12,3歳以上2勝クラス,34.6,434(+2),東京,57,中7週,Y,,3,キズナ,シンボリクリスエス,
6,5,ロムネヤ,牝7,北村宏,美浦・国枝,差し,54.7,8,9,,36.7,430(-4),中山,21,中2週,Y,,3,ディープインパクト,All American,
7,5,コンドゥイア,牝4,三浦,栗東・井上,先行,3.1,1,3,,35.8,486(0),中山,21,中2週,Y,,3,フォーウィールドライブ,ディープインパクト,
8,6,コムユンプリュム,牝4,荻野極,美浦・鹿戸,先行,4.0,2,8,3歳以上2勝クラス,34.1,436(+8),東京,57,中7週,Y,,3,ブリックスアンドモルタル,Le Havre,
9,6,ビッグデイメイク,牝4,石神道,美浦・和田雄,追込,181.3,13,5,3歳以上2勝クラス,35.1,432(+8),阪神,15,中1週,Y,,2,リアルスティール,メイショウサムソン,
10,7,オルノア B,牝6,内田博,栗東・新谷,,6.7,5,2,,36.0,494(0),中山,21,中2週,Y,,2,ゴールドシップ,クロフネ,
11,7,トレミニョン,牝5,横山和,美浦・和田勇,先行,18.5,7,8,,37.4,486(+12),札幌,126,中17週,Y,,3,リアルインパクト,Anabaa Blue,
12,8,ナムララジベラ,牝6,小林脩,美浦・石栗,差し,150.9,12,10,,36.4,488(+10),中山,28,中3週,Y,,3,リアルスティール,Kingmambo,
13,8,グレイトクラウン,牝5,柴田大,美浦・松山,先行,77.8,11,12,,35.0,452(0),福島,48,中6週,Y,,3,サトノクラウン,ステイゴールド,
