券種,組み合わせ,配当,人気
単勝,1,670,3
複勝,1,250,2
複勝,6,970,14
複勝,12,330,5
枠連,1-3,2390,10
馬連,1-6,15670,58
ワイド,1-6,5530,66
ワイド,1-12,1350,9
ワイド,6-12,3570,47
馬単,1-6,25580,89
3連複,1-6-12,39590,130
3連単,1-6-12,241960,786
