馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ブルバンビーナ,牝3,石田,美浦・尾形,差し,54.2,9,9,,36.0,404(-10),東京,49,中6週,Y,,3,キズナ,タイキシャトル,,
2,2,パナランギン,牡3,菊沢,美浦・松山,追込,152.7,12,16,3歳1勝クラス,38.9,470(-10),中山,132,中18週,Y,,3,レッドファルクス,ノヴェリスト,,B
4,3,エナジーショット,牝3,戸崎圭,美浦・矢嶋,,3.1,1,5,3歳以上1勝クラス,34.8,420(-6),福島,13,中1週,Y,,3,サンダースノー,スペシャルウィーク,,
5,3,コスモアミマネラ,牡4,石神道,美浦・柄崎,先行,15.5,5,5,4歳以上1勝クラス,35.3,490(+2),阪神,84,中11週,Y,,3,Study of Man,New Approach,,
6,4,ヴァンナチュール,牡5,杉原,美浦・林,先行,61.5,10,10,4歳以上1勝クラス,40.0,482(+2),中山,84,中11週,Y,,3,ヴァンセンヌ,ゼンノロブロイ,,B
7,4,マイホームヒロイン,牝3,遠藤,美浦・深山,追込,271.7,14,11,3歳未勝利,35.8,398(-6),福島,7,連闘,Y,,3,ストーミーシー,ストーミングホーム,,
8,5,アンドローゼス,牝4,大野,美浦・加藤士,差し,3.3,2,3,,35.5,458(0),福島,7,連闘,Y,,3,スワーヴリチャード,ワークフォース,,
9,5,ツーネサーン,牡4,菅原明,栗東・矢作,差し,5.1,4,1,3歳未勝利,33.6,506(+2),京都,392,中55週,Y,Y,3,Frankel,Fast Company,,
10,6,ボナーテソーロ,牡4,木幡巧,美浦・牧,差し,132.0,11,12,3歳以上1勝クラス,35.3,476(+2),東京,21,中2週,Y,,2,Nathaniel,Mizzen Mast,,
11,6,ベラトール,牡3,水沼,美浦・西田,差し,20.1,6,1,3歳未勝利,35.7,490(+4),福島,91,中12週,Y,,2,ミッキーグローリー,アグネスデジタル,,
12,7,ユーディキウム,牝3,,美浦・黒岩,先行,47.3,8,11,3歳1勝クラス,38.0,476(-16),東京,55,中7週,Y,,3,ロードカナロア,Super Saver,,B
13,7,グラスビジョン,牡3,内田博,美浦・佐藤吉,差し,197.8,13,1,ジューンフ,39.9,422(+3),川崎,25,中3週,,,2,ノーブルミッション,ディープインパクト,,B
14,8,パートオブワールド,牝3,木幡初,美浦・竹内,差し,30.5,7,12,,34.8,430(-6),東京,70,中9週,Y,,3,ブラックタイド,エンパイアメーカー,,
15,8,リアンベーレ,牡3,津村,美浦・手塚久,先行,4.6,3,5,3歳以上1勝クラス,34.5,500(+2),東京,27,中3週,Y,,3,キズナ,Pedro the Great,,
