馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,トゥルブレンシア,セ7,西村淳,栗東・藤沢,差し,59.6,10,5,4歳以上2勝クラス,38.0,458(-4),阪神,35,中4週,Y,,3,フリオーソ,アドマイヤジャパン,,
2,2,ネッケツシャチョウ,牡4,荻野琢,栗東・藤沢,差し,27.9,8,1,4歳以上1勝クラス,36.7,542(-6),阪神,42,中5週,Y,,3,リオンディーズ,シンボリクリスエス,,
3,3,リースタル,牝5,岩田康,栗東・森田,,50.9,9,4,4歳以上2勝クラス,36.5,446(-4),阪神,42,中5週,Y,,3,ロードカナロア,フジキセキ,,B
4,4,プラーヴィ,牡4,松山,栗東・杉山晴,差し,8.0,6,2,4歳以上2勝クラス,37.5,474(+2),阪神,35,中4週,Y,,3,ドゥラメンテ,フジキセキ,,
5,5,バンドマスター,牡4,坂井,栗東・茶木,先行,5.5,4,1,4歳以上1勝クラス,37.3,504(+4),京都,78,中10週,Y,,3,バンドワゴン,フジキセキ,,
6,6,ハギノサステナブル,牡4,鮫島駿,栗東・高野,先行,5.1,3,3,4歳以上2勝クラス,37.0,476(-2),阪神,29,中3週,Y,,3,サトノダイヤモンド,タートルボウル,,B
7,6,シンヨモギネス,牡6,武豊,美浦・伊藤圭,差し,4.1,1,2,4歳以上2勝クラス,36.7,486(0),阪神,29,中3週,Y,,3,ダノンレジェンド,アドマイヤムーン,,B
8,7,バックスクリーン,セ5,浜中,栗東・緒方,差し,143.4,11,16,4歳以上2勝クラス,41.7,506(+4),東京,49,中6週,Y,,3,スクリーンヒーロー,Encosta de Lago,,
9,7,ダッシュダクラウン,セ6,藤岡佑,栗東・武英,追込,22.2,7,5,,35.7,464(0),中京,14,中1週,Y,,3,ホッコータルマエ,サンデーサイレンス,,B
10,8,フェブランシェ,牝4,モレイ,美浦・黒岩,先行,6.2,5,2,,39.2,532(+2),中山,78,中10週,Y,,3,リアルスティール,クロフネ,,B
11,8,コンティノアール,牡4,ムルザ,栗東・矢作,先行,4.4,2,7,,37.8,540(-12),中京,22,中2週,Y,,2,ドレフォン,キングカメハメハ,,
