券種,組み合わせ,配当,人気
単勝,2,220,1
複勝,2,130,1
複勝,5,180,2
複勝,8,480,8
枠連,2-5,750,3
馬連,2-5,700,2
ワイド,2-5,310,1
ワイド,2-8,1060,15
ワイド,5-8,2000,25
馬単,2-5,940,1
3連複,2-5-8,4180,12
3連単,2-5-8,11480,29
