着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,5,ミアネーロ,牝3,55.0,津村,1:48.0,,2,3.7,35.4,美浦林,472(-6)
2,7,9,ホーエリート,牝3,55.0,原,1:48.1,3/4,8,24.8,35.6,美浦田島,460(-8)
3,2,2,カンティアーモ,牝3,55.0,ルメー,1:48.2,クビ,1,3.3,35.3,美浦木村,496(+14)
4,7,10,ラビットアイ,牝3,55.0,横山典,1:48.2,クビ,4,6.9,35.0,栗東鈴木孝,474(-2)
5,6,8,エルフストラック,牝3,55.0,石川,1:48.2,ハナ,9,32.0,36.2,栗東中村,474(-4)
6,5,6,カニキュル,牝3,55.0,戸崎圭,1:48.3,クビ,3,5.4,35.6,美浦菊沢,500(+4)
7,4,4,テリオスサラ,牝3,55.0,石橋脩,1:48.4,1/2,5,9.6,36.1,美浦高柳瑞,474(+2)
8,6,7,マルコタージュ,牝3,55.0,杉原,1:48.6,1.1/4,10,32.2,35.3,美浦小島,452(0)
9,8,12,フォーザボーイズ,牝3,55.0,横山和,1:48.9,2,6,14.3,36.6,美浦加藤征,422(-4)
10,3,3,スティックバイミー,牝3,55.0,菅原明,1:50.0,7,12,95.3,37.6,美浦伊藤大,446(-12)
11,8,11,テリオスルル,牝3,55.0,松岡,1:50.3,1.1/2,11,56.5,38.2,美浦田島,460(-2)
12,1,1,ヒラボクミニー,牝3,55.0,田辺,1:50.4,1/2,7,19.5,38.0,美浦村田,466(+10)
