馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ハナウマビーチ,牡4,横山琉,栗東・西園翔,差し,61.8,12,9,,35.9,526(+6),東京,91,中12週,Y,,3,ゴールドドリーム,スキャターザゴールド,,B
2,2,イミグラントソング,牡4,津村,美浦・辻,追込,23.8,8,12,,34.3,502(0),東京,97,中13週,Y,,3,マクフィ,ディープインパクト,,
3,3,モンブランミノル,牡5,佐々木,栗東・小栗,先行,14.8,5,9,,41.0,522(+6),小倉,69,中9週,Y,,3,キズナ,Congrats,,
4,3,イムホテプ,牡4,横山武,美浦・古賀大,先行,7.3,4,11,,39.4,488(-2),中山,195,中27週,Y,Y,3,ニューイヤーズデイ,アグネスタキオン,,
5,4,カンピオーネ,牡7,菊沢,美浦・栗田,差し,43.3,10,8,,37.9,518(+4),福島,76,中10週,Y,,3,ヘニーヒューズ,ダンシングブレーヴ,,
6,4,レアンダー,牡5,大野,栗東・大根田,,55.7,11,14,,39.4,460(-12),京都,125,中17週,Y,,3,シルバーステート,プリサイスエンド,,
7,5,マーズオデッセイ,牡4,三浦,美浦・田中勝,差し,3.3,2,2,,37.4,522(-2),中京,27,中3週,Y,,3,アドマイヤマーズ,Freud,,
8,5,アクションプラン,牡6,丹内,美浦・池上,先行,15.4,6,11,,43.4,518(+12),札幌,42,中5週,Y,,3,リオンディーズ,タートルボウル,,
9,6,ドバイブルース,牡5,丸山,美浦・加藤征,先行,6.6,3,1,,36.6,504(+4),福島,69,中9週,Y,,3,キンシャサノキセキ,Monsun,,B
10,6,ショウナンライシン,牡6,,美浦・大竹,差し,40.2,9,7,,38.6,502(-2),新潟,21,中2週,Y,,3,エスケンデレヤ,フジキセキ,,B
11,7,バラジ,セ7,小崎,栗東・井上,先行,122.6,14,9,障害3歳以上未勝利,13.4,498(+6),新潟,55,中7週,Y,,3,ヴァンセンヌ,アラジ,,
12,7,マンマリアーレ,牝6,吉田豊,美浦・高木,追込,75.0,13,9,,37.7,474(+2),中京,27,中3週,Y,,3,ゴールドシップ,Bernardini,,
13,8,ゴールデンクラウド,牡4,ルメー,栗東・小林,先行,2.9,1,6,,37.1,526(+4),阪神,98,中13週,Y,,3,Cloud Computing,Medaglia d'Oro,,
14,8,ハビレ,牡5,岩田康,美浦・武井,差し,18.4,7,5,,38.6,506(-4),新潟,21,中2週,Y,,3,ヘニーヒューズ,ブラックタイド,,
