コーナー,通過順
1コーナー,"10,11(1,5)(9,7)(3,8)6,2,4"
2コーナー,"10,11(1,9,5)(3,7)2,8,6,4"
3コーナー,"(*10,11)(1,2)5(9,7)(3,6,8,4)"
4コーナー,"10(1,11)(5,7)(9,2,6,4)(3,8)"
