馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,インユアアイズ,牝3,キング,栗東・中村,,4.2,2,9,3歳未勝利,36.8,474(-2),小倉,28,中3週,Y,,3,ロードカナロア,オルフェーヴル,,B
2,2,ブラックエンパイア,牡3,荻野琢,美浦・松永康,差し,99.1,11,8,3歳未勝利,36.2,468(-8),函館,14,中1週,Y,,3,ゴールドドリーム,サウスヴィグラス,,B
3,3,フルグライト,牡3,松岡,美浦・堀内,差し,12.2,5,3,3歳未勝利,34.9,464(0),函館,14,中1週,Y,,3,オーヴァルエース,タニノギムレット,,
4,4,ハナヒラク,牝3,柴田裕,美浦・萱野,差し,64.1,10,9,3歳未勝利,35.6,454(-2),函館,21,中2週,Y,,3,サングラス,エピファネイア,,
5,5,ローレルゼロ,牡3,橋木,栗東・高橋康,先行,34.9,8,4,リゲル特別,39.6,474(+2),門別,10,連闘,,,2,ブルドッグボス,キンシャサノキセキ,,
6,5,メイショウルーチェ,牝3,松本,栗東・飯田,差し,122.2,12,9,3歳未勝利,36.4,448(0),函館,21,中2週,Y,,3,ダノンレジェンド,ブラックタイド,,
7,6,オンサイト,牡3,丹内,美浦・小西,先行,24.0,7,5,3歳未勝利,36.0,466(+2),函館,14,中1週,Y,,3,アドミラブル,キングズベスト,,
8,6,カービスベイ,牡3,,美浦・武藤,差し,5.8,3,5,3歳未勝利,35.8,518(-6),函館,28,中3週,Y,,2,タワーオブロンドン,Storm Cat,,
9,7,デルタニュートラル,牝3,和田陽,美浦・加藤士,差し,40.8,9,10,3歳未勝利,35.2,422(+2),函館,42,中5週,Y,,2,モズアスコット,シンボリクリスエス,,B
10,7,ステラノヴァ,牡3,武豊,栗東・千田,先行,2.3,1,3,3歳未勝利,36.6,474(+10),小倉,28,中3週,Y,,3,ベストウォーリア,フジキセキ,,
11,8,マカニ,牝3,小林美,美浦・尾形,,7.8,4,14,3歳未勝利,41.2,464(+4),中山,203,中28週,Y,Y,2,ルヴァンスレーヴ,デヒア,,
12,8,アンノドミニ,牡3,舟山,栗東・佐々木,差し,12.6,6,13,3歳未勝利,41.5,450(+6),小倉,28,中3週,Y,,3,ドレフォン,ハーツクライ,,
