着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,4,ショウナンバシット,牡4,57.0,佐々木,2:41.5,,2,4.1,37.6,栗東須貝,502(+4)
2,4,5,ゴールデンスナップ,牝4,53.0,浜中,2:41.5,アタマ,1,3.7,37.4,栗東田中克,466(+14)
3,7,11,ハヤヤッコ,牡8,58.5,北村友,2:42.3,5,5,11.4,37.9,美浦国枝,482(-2)
4,4,6,プラチナトレジャー,牡6,55.0,永野,2:42.5,1.1/2,8,14.3,38.2,美浦国枝,478(-2)
5,8,14,エリカヴァレリア,牝6,53.0,菱田,2:43.0,3,4,7.9,39.3,美浦久保田,472(0)
6,7,12,マカオンドール,牡6,55.0,横山武,2:43.1,クビ,9,20.9,39.1,栗東今野,498(-2)
7,5,7,サトノエルドール,牡8,56.0,鮫島駿,2:43.1,アタマ,11,31.8,38.8,美浦国枝,472(-2)
8,2,2,ディナースタ,牡5,56.0,横山和,2:43.5,2.1/2,7,13.1,39.6,栗東辻野,470(-2)
9,5,8,ブレイヴロッカー,牡4,56.0,富田,2:43.6,1/2,3,6.6,39.2,栗東本田,462(+4)
10,6,10,セイウンプラチナ,牡5,55.0,大野,2:43.8,3/4,10,30.0,40.2,美浦千葉,488(-10)
11,1,1,シルブロン,牡6,55.0,武豊,2:44.0,1,6,11.6,39.0,美浦稲垣,488(-16)
12,6,9,イヤサカ,牝6,51.0,小林凌,2:44.1,3/4,14,128.6,40.3,美浦天間,498(+10)
13,3,3,マイネルファンロン,牡9,55.0,丹内,2:44.5,2,13,88.4,40.4,美浦手塚,472(-18)
14,8,13,テンカハル,牡6,57.0,藤岡佑,2:45.0,3,12,50.3,39.3,栗東矢作,514(+10)
