券種,組み合わせ,配当,人気
単勝,6,1660,8
複勝,6,400,8
複勝,11,180,2
複勝,16,160,1
枠連,3-6,2830,14
馬連,6-11,4430,17
ワイド,6-11,1440,16
ワイド,6-16,1000,5
ワイド,11-16,430,1
馬単,6-11,10380,37
3連複,6-11-16,4420,4
3連単,6-11-16,40300,94
