着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,11,メイショウフウドウ,牡4,58.0,高杉,1:45.6,,4,10.5,37.5,栗東藤原,490(+2)
2,6,10,ダノンスウィッチ,牡4,58.0,松若,1:45.8,1.1/2,5,10.6,37.3,栗東東田,486(-6)
3,5,9,ハリーケーン,牡3,55.0,水口,1:45.9,1/2,1,2.3,37.9,栗東大根田,512(+2)
4,3,5,コパノアントニオ,牡4,58.0,Mデム,1:46.2,2,11,43.6,37.3,栗東梅田,478(-4)
5,4,6,クリノクリスタル,牝5,56.0,酒井,1:46.6,2,13,64.6,38.1,栗東大橋,476(+4)
6,2,3,バトンインディ,牡4,58.0,幸,1:46.6,ハナ,7,19.7,37.6,栗東安達,458(-8)
7,4,7,マサハヤウォルズ,牡5,58.0,長岡,1:46.7,3/4,12,49.1,38.1,栗東今野,468(-4)
8,8,15,ワイノナオミ,牝4,56.0,永島,1:46.7,アタマ,10,34.5,37.7,栗東畑端,466(+8)
9,5,8,オースミリン,牝6,56.0,団野,1:46.9,1.1/2,9,21.4,37.8,栗東荒川,466(+8)
10,1,1,タイセイウォリアー,牡5,58.0,田口,1:47.1,1.1/4,6,18.8,38.8,栗東大橋,502(0)
11,7,12,スナークシュンソウ,牡7,58.0,小崎,1:47.5,2.1/2,15,91.7,38.6,栗東野中,516(-12)
12,7,13,グーヴェルナイユ,牡4,58.0,松山弘,1:47.8,1.3/4,3,7.3,39.5,栗東武幸,474(+10)
13,2,2,スマートハンター,牡5,58.0,藤懸,1:48.2,2,14,68.1,39.5,栗東中村,504(-2)
14,3,4,ダブルジャッジ,牡4,58.0,西塚,1:48.3,1/2,2,5.5,39.9,栗東笹田,512(+10)
15,8,14,ストームバンガード,牡4,58.0,秋山稔,1:48.7,2.1/2,8,20.0,40.0,栗東岡田,490(-4)
