コーナー,通過順
1コーナー,"16(13,3)(11,12)(7,10)4(1,14)(5,6)9,2,8,15"
2コーナー,"(*16,13)3(11,12)10(7,4)1,14(5,9)6(2,8,15)"
3コーナー,"4(13,3)(11,16,12,10)7,1(14,15)(6,9)(5,8)2"
4コーナー,"(*4,13,3)(11,12,10)16(6,1,14,7)(5,2,9)(15,8)"
