券種,組み合わせ,配当,人気
単勝,6,610,4
複勝,6,160,3
複勝,1,150,4
複勝,2,130,2
枠連,1-6,1070,5
馬連,1-6,1120,7
ワイド,1-6,380,7
ワイド,2-6,320,4
ワイド,1-2,250,1
馬単,6-1,2620,16
3連複,1-2-6,1210,4
3連単,6-1-2,10840,45
