着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,2,キョウエイボニータ,牝3,55.0,松岡,1:21.8,,6,11.8,34.8,美浦伊藤伸,454(+10)
2,3,6,ボンヌソワレ,牝3,55.0,戸崎圭,1:21.8,クビ,1,3.3,35.0,美浦宮田,450(+10)
3,3,5,ルージュナリッシュ,牝3,55.0,横山和,1:21.8,ハナ,3,5.8,33.9,美浦国枝,452(0)
4,5,10,チューラワンサ,牝3,55.0,キング,1:21.9,1/2,2,3.9,34.7,栗東高野,416(+2)
5,4,7,ラパンチュール,牝3,55.0,津村,1:21.9,クビ,5,7.9,33.3,美浦蛯名正,464(-2)
6,4,8,チギリ,牝3,55.0,吉田豊,1:22.0,1,8,53.6,34.1,美浦鹿戸,460(0)
7,5,9,カロローザ,牝3,55.0,横山武,1:22.5,3,4,6.3,35.9,栗東松永幹,464(-4)
8,1,1,ニシノクードクール,牝3,55.0,山林堂,1:22.7,1.1/4,10,66.1,35.0,美浦武藤,452(-2)
9,2,4,ラーナローザ,牝3,55.0,大野,1:22.9,1.1/4,13,112.5,34.6,美浦畠山,498(0)
10,6,12,オーケースマイル,牝3,55.0,横山琉,1:23.0,1/2,14,185.8,35.1,美浦相沢,418(0)
11,8,16,フェルシナ,牝3,55.0,菅原明,1:23.3,1.1/2,7,14.7,35.0,栗東西園翔,446(-10)
12,2,3,ツインピークス,牝3,55.0,江田照,1:23.3,ハナ,11,90.0,34.3,美浦高木,482(+8)
13,6,11,ポップグルーヴ,牝3,55.0,佐藤,1:23.9,3.1/2,15,237.1,36.2,美浦小手川,402(0)
14,7,13,コムーネ,牝3,55.0,原,1:24.2,1.3/4,16,389.3,36.0,美浦奥平,420(+6)
15,8,15,ニシノヒナアラレ,牝3,55.0,野中,1:24.2,クビ,9,61.7,35.7,美浦根本,474(0)
16,7,14,フクシマコウヨウ,牝3,55.0,木幡巧,1:24.4,1.1/4,12,104.6,35.7,美浦小島,438(+8)
