馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ゴダイリキ,牡5,岩田望,栗東・牧浦,差し,44.4,11,5,,36.6,508(+8),阪神,27,中3週,Y,,3,モーリス,スズカマンボ,
2,1,ダンケシェーン B,セ8,古川吉,栗東・昆,先行,176.8,16,11,,35.8,480(-2),中京,308,中43週,Y,Y,3,ヘニーヒューズ,キングヘイロー,
3,2,ジョディーズマロン,牡5,池添,栗東・北出,差し,24.1,9,6,,38.0,472(+2),阪神,56,中7週,Y,,3,ディスクリートキャット,サムライハート,
4,2,アルファマム,牝4,鮫島駿,栗東・佐々木,差し,12.8,6,6,,35.4,466(-4),中京,35,中4週,Y,,3,マジェスティックウォリアー,フジキセキ,
5,3,キタノブレイド,牡4,団野,美浦・萱野,差し,54.7,12,7,,35.8,466(-4),中京,35,中4週,Y,,3,カレンブラックヒル,Woodman,
6,3,プライムライン B,牡6,吉田隼,栗東・田中克,先行,18.9,8,13,,39.0,472(-2),阪神,56,中7週,Y,,3,ハーツクライ,サクラバクシンオー,
7,4,シェパードボーイ,牡7,横山典,栗東・大久保,差し,76.5,14,3,,36.5,448(+4),東京,167,中23週,Y,,3,ノヴェリスト,キングカメハメハ,
8,4,タガノクリステル B,牝4,和田竜,栗東・長谷川,先行,6.4,2,3,,36.6,484(+2),阪神,27,中3週,Y,,3,ドレフォン,アグネスタキオン,
9,5,チュウワノキセキ,セ6,ルメー,栗東・大久保,差し,9.5,4,4,,37.2,478(-8),阪神,56,中7週,Y,,3,キンシャサノキセキ,ジェネラス,
10,5,ワイドカント,牡6,酒井,栗東・西園正,先行,139.7,15,16,,39.5,522(+4),中京,91,中12週,Y,,3,ディープブリランテ,グラスワンダー,
11,6,テイエムランウェイ B,牡4,岩田康,栗東・飯田雄,先行,15.5,7,7,,37.3,480(-4),中京,77,中10週,Y,,3,スズカコーズウェイ,ブライアンズタイム,
12,6,フォーチュンテラー,牡4,武豊,栗東・浜田,差し,12.8,5,4,,35.7,474(+14),東京,69,中9週,Y,,3,シニスターミニスター,マンハッタンカフェ,
13,7,メイショウヒューマ,牡5,藤岡佑,栗東・藤岡,,9.2,3,13,,39.3,496(-4),阪神,27,中3週,Y,,3,Distorted Humor,Corinthian,
14,7,モズリッキー,牡4,松山,栗東・上村,差し,2.1,1,2,,36.1,476(0),阪神,27,中3週,Y,,3,トランセンド,シンボリクリスエス,
15,8,メディーヴァル,牡5,,栗東・寺島,先行,39.4,10,6,,36.7,472(-2),中京,77,中10週,Y,,3,アジアエクスプレス,ディープインパクト,
16,8,リキサントライ,牡5,浜中,栗東・緒方,差し,66.9,13,9,,37.1,502(+2),札幌,245,中34週,Y,Y,3,ネオユニヴァース,タップダンスシチー,
