コーナー,通過順
1コーナー,"6,8(1,12)(7,11)4(2,9,13)10(3,15)14=5"
2コーナー,"6-(1,8)12(4,7)(2,11)(9,13)(3,10,15)14-5"
3コーナー,"6-(1,8)(4,12)(2,11)(7,13)(14,3,10,15)9-5"
4コーナー,"6-(1,8)(2,4,12,11)(14,7,13)(3,10,15)9-5"
