コーナー,通過順
1コーナー,"6,13(3,7)5(4,11)(9,8,15)12-2,14,1,10"
2コーナー,"6-13,7(3,5)(4,11)(9,8,15)12-2,14-(1,10)"
3コーナー,"6-13(3,7,5)(4,11,15)(9,8)12(2,14)-(10,1)"
4コーナー,"6,13,5(3,15,12)(4,11,8,14)9,2(10,7,1)"
