馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,レゾルートハート,牡2,佐々木,栗東・畑端,,37.1,8,,,,478(0),,,,,,,マインドユアビスケッツ,ジャスタウェイ,,
2,2,ジーティーマドンナ,牝2,北村友,美浦・千葉,,24.4,6,,,,418(0),,,,,,,キタサンブラック,ハーツクライ,,
3,3,リーゼントエース,牡2,池添,栗東・矢作,,10.8,3,,,,448(0),,,,,,,エフフォーリア,キングズベスト,,
4,4,シガレス,牝2,和田陽,栗東・武幸,,170.0,10,,,,448(0),,,,,,,マテラスカイ,スペシャルウィーク,,
5,5,イリスロッソ,牝2,古川奈,美浦・伊坂,,24.1,5,,,,434(0),,,,,,,フィレンツェファイア,スターリングローズ,,
6,6,サノノベリー,牝2,舟山,美浦・天間,,40.7,9,,,,428(0),,,,,,,グレーターロンドン,Macho Uno,,
7,6,アークレイリ,牡2,丹内,美浦・尾形,,19.4,4,,,,462(0),,,,,,,オメガパフューム,スマートボーイ,,
8,7,フレイコン,牡2,横山武,美浦・伊藤圭,,1.3,1,,,,490(0),,,,,,,Blue Point,Kodiac,,
9,7,シンゼンノト,牡2,吉田隼,栗東・荒川,,24.9,7,,,,480(0),,,,,,,ヴァンゴッホ,オレハマッテルゼ,,
10,8,レジェンドヴァーサ,牡2,横山琉,美浦・相沢,,187.2,11,,,,460(0),,,,,,,ミッキーアイル,Teofilo,,
11,8,ライフイズアート,牝2,岩田康,美浦・青木,,5.2,2,,,,418(0),,,,,,,モズアスコット,スーパーホーネット,,
