コーナー,通過順
1コーナー,"11,8,12(5,6)(4,10)(7,3)(2,1)-9-13"
2コーナー,"11,8,3(5,6,12)(4,7,10)(2,1)9,13"
3コーナー,"11,8(5,3,12)(4,6,10)7,1,2(9,13)"
4コーナー,"(*11,8,5)(4,12)(6,10)(7,13)(1,3)(2,9)"
