馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ホウオウエクレール,牡8,小牧加,栗東・宮,,9.5,5,1,障害3歳以上未勝利,13.3,516(-6),新潟,97,中13週,Y,,3,ブラックタイド,パラダイスクリーク,,
2,2,タマモエース,牡6,小野寺,栗東・宮地,差し,9.3,4,3,,13.8,492(+4),中山,84,中11週,Y,,3,ワールドエース,サウスヴィグラス,,
3,3,ゴールドブリーズ,牡7,石神深,美浦・深山,先行,48.3,11,5,,13.2,512(-2),中京,119,中16週,Y,,3,トゥザワールド,スターリングローズ,,
4,4,ピーターサイト,牡5,上野,美浦・村田,,17.9,6,3,,13.6,480(-2),東京,63,中8週,Y,,3,ワンアンドオンリー,ブライアンズタイム,,
5,5,フォージドブリック,牡4,大江圭,美浦・西田,逃げ,5.2,2,2,,13.8,550(0),中山,84,中11週,Y,,3,ブリックスアンドモルタル,クロフネ,,
6,5,ヘザルフェン,牡4,森一,栗東・昆,先行,1.9,1,2,,13.7,504(-12),京都,56,中7週,Y,,3,Golden Horn,Halling,,
7,6,タイキフロリゼル,牡7,坂口,栗東・谷,差し,46.0,10,6,,13.4,476(+2),東京,21,中2週,Y,,3,リオンディーズ,クロフネ,,
8,6,フームスムート,牡8,五十嵐,美浦・水野,逃げ,28.6,7,1,障害3歳以上未勝利,13.8,544(+16),阪神,69,中9週,Y,,3,トゥザグローリー,ワイルドラッシュ,,
9,7,ヴィンテージボンド,牡6,難波,栗東・西園正,先行,6.9,3,2,,13.8,488(-4),京都,42,中5週,Y,,3,キズナ,ホワイトマズル,,
10,7,クラップサンダー,牡6,黒岩,栗東・牧田,差し,35.5,8,6,,13.8,460(-2),京都,28,中3週,Y,,3,ジャスタウェイ,キングカメハメハ,,
11,8,アルデドゥオーモ,牡4,,美浦・矢野,差し,44.4,9,7,,13.4,496(-2),東京,21,中2週,Y,,3,オルフェーヴル,アグネスタキオン,,
12,8,ブラビオ,牡7,井上,栗東・緒方,差し,106.0,12,7,,12.9,474(0),新潟,126,中17週,Y,,3,ルーラーシップ,ホワイトマズル,,
