馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,グランドカリナン,牡5,津村,美浦・田島,先行,12.0,6,4,,34.9,454(-2),新潟,28,中3週,Y,,3,リアルインパクト,マンハッタンカフェ,
2,2,オニャンコポン,セ6,長岡,美浦・小島,差し,74.2,10,13,,37.0,470(+4),京都,20,中2週,Y,,3,エイシンフラッシュ,ヴィクトワールピサ,
3,2,シュバルツクーゲル,牡4,三浦,美浦・鹿戸,先行,7.1,4,7,,37.8,494(+8),京都,237,中33週,Y,Y,3,キズナ,Monsun,
4,3,バレエマスター,牡6,丸山,栗東・梅田,差し,101.5,12,4,,35.1,476(-6),京都,20,中2週,Y,,3,スピルバーグ,スウェプトオーヴァーボード,
5,3,ダノンエアズロック,牡4,レーン,美浦・堀,先行,3.1,1,6,,35.3,502(+4),東京,35,中4週,Y,,3,モーリス,Fastnet Rock,
6,4,クルゼイロドスル,牡5,荻野極,栗東・高橋忠,差し,4.3,2,4,,35.0,492(-4),東京,35,中4週,Y,,3,ファインニードル,アルカセット,
7,4,サクセスシュート,牡6,田辺,美浦・久保田,追込,33.0,8,1,,33.5,490(+4),東京,735,中104週,Y,Y,3,ドゥラメンテ,キングヘイロー,
8,5,シルトホルン,牡5,大野,美浦・新開,先行,8.4,5,5,,34.8,476(-2),東京,34,中4週,Y,,3,スクリーンヒーロー,Langfuhr,
9,5,トーセンリョウ,牡6,ディー,美浦・加藤征,追込,5.5,3,3,,34.1,456(-6),東京,35,中4週,Y,,3,ディープインパクト,Hawk Wing,
10,6,グリューネグリーン,牡5,横山琉,美浦・相沢,,89.9,11,6,,35.4,502(+2),東京,34,中4週,Y,,3,ラブリーデイ,スペシャルウィーク,
11,6,ギャラクシーナイト B,牡6,丸田,美浦・菊沢,先行,102.0,13,14,,37.6,510(+4),京都,20,中2週,Y,,3,ドゥラメンテ,シンボリクリスエス,
12,7,アドマイヤハダル,牡7,菅原明,栗東・大久保,差し,13.2,7,7,,33.6,496(+12),東京,244,中34週,Y,Y,3,ロードカナロア,ディープインパクト,
13,7,レガトゥス,セ7,武藤,美浦・矢嶋,先行,151.8,14,12,,37.9,548(0),東京,133,中18週,Y,,3,モーリス,キングカメハメハ,
14,8,グランスラムアスク,牝6,吉田豊,栗東・矢作,差し,281.1,15,12,,36.1,466(-2),新潟,34,中4週,Y,,3,ディープインパクト,Storm Cat,
15,8,トゥデイイズザデイ,牡6,石川,栗東・池江,差し,57.1,9,11,,34.4,472(-2),東京,133,中18週,Y,,3,ディープインパクト,Kitten's Joy,
