着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,10,ショウナンバルドル,セ3,55.0,池添,1:48.8,,3,4.6,35.0,栗東須貝,496(-2)
2,2,2,ツーエムクロノス,牡3,55.0,松本,1:48.9,3/4,4,8.8,35.7,栗東本田,504(-2)
3,1,1,ルージュカエラ,牝4,56.0,岩田康,1:49.2,1.3/4,6,13.4,35.6,美浦加藤征,436(-4)
4,4,4,クモヒトツナイ,牡3,55.0,松岡,1:49.2,ハナ,1,2.6,35.6,美浦堀内,468(-2)
5,8,12,コア,牡3,55.0,キング,1:49.2,ハナ,2,3.8,35.4,美浦相沢,484(-4)
6,6,8,マーゴットコマチ,牝3,53.0,原,1:49.6,2,9,69.5,35.8,美浦伊坂,418(-4)
7,5,5,ジャヴェール,牡3,55.0,石川倭,1:49.7,3/4,11,234.9,34.8,美浦松山,460(-4)
8,8,11,トーマステソーロ,牡4,58.0,横山典,1:49.7,アタマ,8,41.0,36.1,栗東昆,468(+12)
9,3,3,フィナルフェリス,牝3,53.0,鷲頭,1:49.9,1.1/4,12,249.0,35.7,美浦武市,430(0)
10,5,6,デリシュー,牡4,58.0,丹内,1:49.9,クビ,7,14.4,36.5,美浦新開,476(+5)
11,6,7,ハイタイド,牡3,55.0,佐々木,1:50.2,1.3/4,5,11.4,36.7,美浦牧,460(0)
12,7,9,ジーティートゥルー,牡3,55.0,黛,1:51.6,8,10,121.7,37.2,美浦田島,450(+6)
