着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,コスタノヴァ,牡5,57.0,横山武,1:22.6,,2,4.6,35.9,美浦木村,496(-1)
2,7,13,ロードフォンス,牡5,57.0,横山和,1:23.3,4,3,6.6,36.5,栗東安田,494(0)
3,6,11,アルファマム,牝6,55.0,キング,1:23.6,2,7,20.0,35.7,栗東佐々木,466(+2)
4,3,5,サンライズフレイム,牡5,57.0,藤岡佑,1:23.8,1,4,7.8,38.0,栗東石坂,522(-6)
5,1,1,クロジシジョー,牡6,57.0,浜中,1:23.9,3/4,8,26.0,36.9,栗東岡田,460(+8)
6,4,8,フリームファクシ,牡5,57.0,Mデム,1:24.0,1/2,1,2.7,36.7,栗東須貝,524(-2)
7,7,14,スレイマン,牡7,57.0,西村淳,1:24.1,クビ,9,26.3,37.4,栗東池添,548(0)
8,8,15,ショウナンライシン,牡5,57.0,菅原明,1:24.2,3/4,13,85.2,37.1,美浦大竹,502(+14)
9,2,4,アームズレイン,牡5,57.0,岩田望,1:24.5,1.1/2,6,19.8,38.2,栗東上村,512(+12)
10,6,12,サトノルフィアン,牡6,57.0,横山典,1:24.6,3/4,10,26.8,38.8,栗東高橋康,518(-12)
11,2,3,メイショウテンスイ,牡8,57.0,吉田豊,1:24.7,1/2,16,302.9,38.3,栗東河内,530(-12)
12,8,16,スズカコテキタイ,牡6,57.0,内田博,1:24.8,1/2,15,282.4,36.9,美浦奥村武,508(+8)
13,1,2,ドンフランキー,牡6,57.0,池添,1:25.2,2,5,9.1,39.5,栗東斉藤崇,604
14,4,7,エイシンスポッター,牡6,57.0,津村,1:25.3,1/2,14,103.8,37.7,栗東吉村,502(-6)
15,3,6,バルサムノート,牡5,57.0,松岡,1:26.5,7,12,77.0,40.0,栗東高野,512(-10)
中止,5,10,タガノビューティー,牡8,59.0,石橋脩,,,11,30.3,,栗東西園正,522(+5)
