馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アッティーヴォ,牡1,菊沢,栗東・大根田,差し,171.5,12,12,,36.3,464(0),京都,160,中22週,Y,,3,フリオーソ,カリズマティック,
2,2,エクロジャイト,牡4,,栗東・福永,差し,82.6,10,14,,40.4,516(-2),京都,34,中4週,Y,,3,ヘニーヒューズ,キングカメハメハ,
3,3,サイクロトロン B,牡7,三浦,栗東・音無,先行,38.2,8,9,,35.8,506(-8),中山,97,中13週,Y,,3,ロードカナロア,サクラバクシンオー,
4,4,メタマックス,牡4,菅原明,栗東・森秀,先行,5.6,3,11,,38.4,526(-6),阪神,126,中17週,Y,,3,Into Mischief,Not for Love,
5,4,タイセイブレイズ,牡6,Ｍデム,栗東・牧浦,差し,7.5,4,8,,36.2,470(0),新潟,70,中9週,Y,,3,ワールドエース,Oasis Dream,
6,5,マニバドラ,牡4,松山,栗東・森秀,逃げ,1.9,1,2,,36.6,520(0),京都,41,中5週,Y,,3,Speightstown,Milwaukee Brew,
7,5,メイショウミツヤス,牡6,小沢,栗東・木原,差し,67.3,9,12,,35.7,498(-10),京都,41,中5週,Y,,3,トゥザグローリー,マンハッタンカフェ,
8,6,パウオレ,牝5,戸崎圭,美浦・嘉藤,先行,5.1,2,11,,37.0,470(+6),新潟,70,中9週,Y,,3,ヘニーヒューズ,ハードスパン,
9,6,シゲルホサヤク,牡6,高倉,栗東・藤沢,先行,135.7,11,9,,37.1,480(-2),京都,41,中5週,Y,,3,ニホンピロアワーズ,サムライハート,
10,7,イスラアネーロ,牡5,石橋脩,栗東・吉村,先行,13.7,5,11,,36.7,444(-6),京都,41,中5週,Y,,3,イスラボニータ,シニスターミニスター,
11,7,ハコダテブショウ B,牡6,石川,美浦・相沢,,31.3,7,15,,37.1,492(-12),中山,118,中16週,Y,,3,モーリス,アジュディケーティング,
12,8,ナックドロップス,牝5,佐藤,美浦・杉浦,逃げ,21.7,6,7,,37.9,462(-8),新潟,70,中9週,Y,,3,ザファクター,サンデーサイレンス,
13,8,メイショウミライ,牡9,杉原,栗東・西園翔,差し,180.5,13,13,,37.1,504(-2),京都,160,中22週,Y,,3,サウスヴィグラス,Elusive Quality,
