コーナー,通過順
1コーナー,"11-12,9-10(1,4)3-6,72,5,8"
2コーナー,"11-12,9(10,1,4)-3,6,72,5,8"
3コーナー,"11-(9,4)(12,10,1)-6-(3,7)2,5,8"
4コーナー,"(11,*4)-9(10,1)-6,12,3-72,5,8"
