着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,ケイアイメープル,牡6,58.0,菅原明,1:11.0,,8,16.8,36.5,美浦小島,494(+6)
2,6,12,エミサキホコル,牡3,57.0,石橋脩,1:11.0,ハナ,4,7.4,36.2,栗東杉山佳,498(+6)
3,3,5,エレガントムーン,牝3,55.0,ムルザ,1:11.2,1.1/4,5,9.2,36.0,栗東牧浦,430(-6)
4,2,4,マヴォロンテ,牝3,55.0,坂井,1:11.3,クビ,6,10.0,37.1,栗東松永幹,468(-4)
5,3,6,ニルカンタテソーロ,牡6,58.0,原,1:11.3,ハナ,7,13.7,36.0,美浦小手川,448(-2)
6,8,16,リラックス,牡3,57.0,田辺,1:11.3,クビ,2,5.8,36.7,美浦久保田,508(+12)
7,1,1,クリノアルバトロス,牡3,57.0,松岡,1:11.4,3/4,10,42.6,36.3,美浦伊藤伸,500(+4)
8,2,3,アラゴナイト,牝5,56.0,柴田善,1:11.5,クビ,14,106.1,36.1,美浦加藤和,476(0)
9,7,14,フィールザワールド,牡5,58.0,横山和,1:11.5,クビ,3,6.9,35.5,美浦岩戸,486(+6)
10,6,11,カンザシ,牝4,56.0,マーカ,1:11.6,クビ,1,4.1,36.8,美浦宮田,498(0)
11,8,15,ロレンツォ,牡5,58.0,横山武,1:11.6,クビ,9,19.7,35.4,美浦加藤征,482(+2)
12,4,7,クリスタルウエイ,牡4,58.0,吉田豊,1:11.7,クビ,16,132.2,35.8,美浦高橋文,494(+6)
13,5,10,ルシャリーブル,牝5,56.0,松山,1:11.8,1/2,13,85.5,35.9,栗東鈴木孝,444(-4)
14,4,8,サウスジェラート,牝5,56.0,三浦,1:12.0,1,15,125.6,36.4,美浦伊坂,482(+4)
15,5,9,ダレモトメラレナイ,牝4,56.0,津村,1:12.7,4,11,44.9,38.6,美浦竹内,490(-4)
16,1,2,ナツイチバン,牝4,56.0,田中勝,1:12.8,3/4,12,54.2,38.1,美浦村田,464(-10)
