馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,トーセンサウダージ,牡6,古川吉,美浦・杉浦,差し,17.7,12,10,,35.9,534(-8),東京,70,中9週,Y,,3,トーセンホマレボシ,エンパイアメーカー,,
2,1,サンセットブライト,牝5,横山琉,美浦・相沢,差し,23.3,13,6,,36.8,494(+2),中山,48,中6週,Y,,3,ホッコータルマエ,ネオユニヴァース,,B
3,2,ホウオウスーペリア,牡6,田山,栗東・吉岡,先行,12.1,7,6,,37.5,490(+8),福島,75,中10週,Y,,3,スクリーンヒーロー,Shamardal,,
4,2,ゴッドブルービー,牡6,角田和,栗東・角田,先行,6.5,2,2,,36.9,472(+6),福島,75,中10週,Y,,3,パイロ,ブライアンズタイム,,
5,3,アイウィル,牡5,丸山,美浦・高木,先行,12.2,8,1,,36.6,514(-2),小倉,13,中1週,Y,,3,ドレフォン,ハーツクライ,,B
6,3,クロースコンバット,牡7,丹内,美浦・青木,先行,11.7,4,3,,37.7,496(-2),福島,75,中10週,Y,,3,キンシャサノキセキ,ワイルドラッシュ,,B
7,4,ワイドアラジン,牡6,小沢,栗東・奥村豊,差し,57.3,15,10,,34.2,492(-6),小倉,13,中1週,Y,,3,ダイワメジャー,ウォーエンブレム,,
8,4,レシプロシティ,牝6,菊沢,美浦・田村,差し,8.4,3,4,,37.4,466(-2),福島,75,中10週,Y,,3,キズナ,Sahm,,
9,5,メイショウミカワ,牡8,太宰,栗東・千田,,11.8,5,5,,38.4,530(+8),阪神,55,中7週,Y,,3,ミッキーアイル,ホワイトマズル,,
10,5,プルートマスター,牡7,松若,栗東・今野,,14.8,10,11,,37.4,498(-4),京都,76,中10週,Y,,3,ロードカナロア,シンボリクリスエス,,
11,6,ツークフォーゲル,牡6,松本,栗東・荒川,差し,71.5,16,10,,35.9,554(-6),京都,33,中4週,Y,,3,ドレフォン,ゴールドアリュール,,
12,6,メイショウシナノ,牡6,富田,栗東・大橋,差し,14.7,9,12,,37.0,490(-22),京都,14,中1週,Y,,3,サトノダイヤモンド,キングカメハメハ,,
13,7,ルージュミラージュ,牝4,森田,栗東・武幸,,16.1,11,14,,40.2,444(+6),京都,83,中11週,Y,,3,リアルスティール,キングカメハメハ,,
14,7,ジャスパーバローズ,牡6,国分恭,栗東・清水久,差し,40.4,14,16,,37.2,510(-14),京都,21,中2週,Y,,3,モーリス,ダンスインザダーク,,B
15,8,カペルブリュッケ,牡4,斎藤,栗東・浜田,差し,4.7,1,1,,36.2,480(+8),京都,70,中9週,Y,,3,ドレフォン,ノヴェリスト,,
16,8,ノーブルスカイ,牡5,鮫島駿,栗東・高柳大,先行,12.0,6,5,,33.3,490(+4),阪神,62,中8週,Y,,3,ネオユニヴァース,Sky Classic,,
