馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ダンツファイター,牡4,佐々木,美浦・蛯名正,,3.0,1,2,,36.0,564(+2),中山,22,中2週,Y,,3,ニューイヤーズデイ,ジャイアントレッカー,
2,2,ラーテル,セ6,丸田,美浦・南田,差し,177.5,11,8,,34.5,472(0),阪神,16,中1週,Y,,3,ビッグアーサー,コマンダーインチーフ,
3,3,ダイシンアポロン,牡5,田辺,美浦・戸田,差し,11.2,6,11,3歳以上2勝クラス,34.3,476(+10),東京,51,中6週,Y,,3,レイデオロ,アグネスタキオン,
4,4,ジェットブレード,牡4,菊沢,美浦・青木,差し,8.3,5,3,,35.6,502(+8),中京,22,中2週,Y,,3,ビーチパトロール,ハーツクライ,
5,5,マイネルフォルツァ,牡6,野中,美浦・金成,差し,50.4,9,11,3歳以上2勝クラス,35.6,524(-2),中山,15,中1週,Y,,3,ゴールドシップ,グラスワンダー,
6,5,コスモオピニオン,牡6,丹内,美浦・黒岩,先行,32.6,8,4,3歳以上2勝クラス,38.4,516(-2),中山,23,中2週,Y,,3,ダノンバラード,アイルハヴアナザー,
7,6,レイヤードレッド,牡4,嶋田,美浦・手塚久,先行,7.8,4,5,,35.7,488(-6),中京,22,中2週,Y,,3,フィエールマン,スニッツェル,
9,7,アンテロース,牡6,吉田隼,栗東・岡田,,21.3,7,8,,35.2,462(+6),中山,112,中15週,Y,,3,モーリス,ディープインパクト,
10,7,ドゥカート,牡4,津村,美浦・宮田,差し,3.9,2,9,,36.7,484(-2),中山,22,中2週,Y,,3,レイデオロ,ステイゴールド,
11,8,タイセイリコルド,牡4,戸崎圭,栗東・小栗,先行,4.6,3,9,,35.7,494(+24),阪神,289,中40週,Y,Y,3,ゴールドシップ,ヴィクトワールピサ,
12,8,ヴィブラツィオーネ,セ7,木幡巧,美浦・辻,追込,85.1,10,10,3歳以上2勝クラス,33.8,478(+8),東京,50,中6週,Y,,3,スピルバーグ,シンボリクリスエス,
