券種,組み合わせ,配当,人気
単勝,8,810,3
複勝,8,250,4
複勝,4,170,2
複勝,16,240,3
枠連,2-4,580,3
馬連,4-8,1800,5
ワイド,4-8,740,7
ワイド,8-16,1060,9
ワイド,4-16,690,6
馬単,8-4,4060,12
3連複,4-8-16,4760,11
3連単,8-4-16,29210,68
