券種,組み合わせ,配当,人気
単勝,8,220,1
複勝,8,120,2
複勝,10,170,3
複勝,1,1320,9
枠連,7-8,390,2
馬連,8-10,340,2
ワイド,8-10,250,2
ワイド,1-8,2960,23
ワイド,1-10,4900,29
馬単,8-10,640,2
3連複,1-8-10,9640,23
3連単,8-10-1,24080,73
