馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,パカーラン,牡5,荻野極,栗東・藤原,先行,26.1,9,9,,36.1,472(-10),京都,40,中5週,Y,,3,イスラボニータ,City Zip,,
2,1,コスモジンバック,牡5,津村,美浦・相沢,差し,42.1,11,13,,38.5,496(+10),阪神,69,中9週,Y,,3,Good Magic,Giacomo,,B
3,2,ニューバラード,セ5,武藤,美浦・尾関,先行,93.1,13,14,,38.9,520(+2),東京,126,中17週,Y,,3,ニューイヤーズデイ,ハーツクライ,,
4,2,プラウドヘリテージ,牡7,松岡,美浦・田中剛,先行,27.3,10,7,,38.2,508(0),東京,89,中12週,Y,,3,ジャスタウェイ,Tiznow,,B
5,3,ジャスパーグレイト,牡7,戸崎圭,栗東・森秀,差し,15.4,7,8,,37.7,494(-2),阪神,69,中9週,Y,,3,Arrogate,Wild Again,,
6,3,オメガタキシード,セ6,岩田康,栗東・井上,追込,13.1,4,3,,36.3,460(+4),東京,89,中12週,Y,,3,ハービンジャー,デュランダル,,
7,4,エレクトリックブギ,牡5,長浜,美浦・鹿戸,差し,139.7,14,13,,38.3,448(0),東京,89,中12週,Y,,3,ブリックスアンドモルタル,エンパイアメーカー,,
8,4,ワンパット,牡5,吉村,栗東・高橋亮,差し,14.3,6,3,,37.1,496(+2),阪神,69,中9週,Y,,3,シニスターミニスター,ブライアンズタイム,,
9,5,グロバーテソーロ,牡5,菅原明,美浦・高木,先行,23.7,8,,,0.0,516(+4),東京,126,中17週,Y,,3,オルフェーヴル,カコイーシーズ,,
10,5,ヴァナルガンド,牡6,三浦,美浦・稲垣,,6.2,2,9,,37.8,474(+2),中山,62,中8週,Y,,3,シビルウォー,アドマイヤベガ,,
11,6,スペイドアン,牡5,田辺,美浦・加藤士,先行,45.4,12,13,,39.5,510(-8),中山,76,中10週,Y,,3,カリフォルニアクローム,ダイワメジャー,,
12,6,アーマルコライト,セ5,石川,栗東・寺島,差し,156.6,15,13,,38.0,522(-6),京都,111,中15週,Y,,3,ジャスタウェイ,Nayef,,
13,7,レッドプロフェシー,牡6,,栗東・大久保,差し,8.7,3,5,,37.8,486(0),阪神,56,中7週,Y,,3,ルーラーシップ,マンハッタンカフェ,,
14,7,ジーティーダーリン,牡4,ルメー,栗東・田中克,逃げ,1.9,1,1,4歳以上2勝クラス,36.5,510(0),東京,20,中2週,Y,,3,サートゥルナーリア,ハーツクライ,,
15,8,プレイサーゴールド,牡6,大野,栗東・今野,差し,204.9,16,11,,38.3,498(-2),中山,76,中10週,Y,,3,シニスターミニスター,クロフネ,,
16,8,ノットイナフ,牡5,石橋脩,栗東・浜田,先行,13.9,5,10,,38.7,486(+4),阪神,69,中9週,Y,,3,マジェスティックウォリアー,マンハッタンカフェ,,B
