馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ウメムスビ B,牡3,鮫島駿,栗東・新谷,先行,31.7,12,15,,35.7,454(+4),函館,77,中10週,Y,,3,ファインニードル,シンボリクリスエス,
2,1,デルマカミーラ,牝4,小沢,栗東・牧田,先行,55.3,14,12,,38.3,484(0),札幌,13,中1週,Y,,3,ミッキーアイル,マイネルラヴ,
3,2,シゲルファンノユメ,牡4,菅原明,美浦・伊藤圭,追込,9.8,6,6,,34.5,490(+6),函館,48,中6週,Y,,3,ディーマジェスティ,カーネギー,
4,2,ジャガード,牡5,亀田,美浦・和田雄,差し,74.8,15,5,,35.9,424(+10),札幌,27,中3週,Y,,3,トーセンラー,フレンチデピュティ,
5,3,ナバロン B,牡4,西村淳,栗東・杉山佳,先行,23.2,10,6,,34.6,488(-8),函館,56,中7週,Y,,3,ブラックタイド,サクラバクシンオー,
6,3,ダノンカオス,セ6,佐々木,栗東・佐々木,差し,174.6,16,11,,35.1,494(0),函館,48,中6週,Y,,3,ダノンシャンティ,フレンチデピュティ,
7,4,ラウラーナ,牝3,鷲頭,美浦・宗像,差し,16.4,8,5,,36.3,420(-2),札幌,13,中1週,Y,,3,バゴ,マンハッタンカフェ,
8,4,クールムーア,牡3,丹内,美浦・矢野,,7.5,3,4,,36.7,474(0),札幌,27,中3週,Y,,3,ジャスタウェイ,ケイムホーム,
9,5,アスクエピソード,牡3,松山,栗東・藤原,先行,5.2,2,6,,36.5,468(-4),札幌,27,中3週,Y,,3,ハーツクライ,タイキシャトル,
10,5,センタースリール,牝4,斎藤,美浦・本間,先行,45.6,13,4,,36.5,480(+6),札幌,13,中1週,Y,,3,ベルシャザール,ディープブリランテ,
11,6,ブランデーロック,牡4,武豊,美浦・小桧山,追込,7.8,4,5,,34.4,462(0),札幌,21,中2週,Y,,3,マクフィ,マーベラスサンデー,
12,6,ガリレイ,セ6,古川吉,栗東・高橋亮,差し,23.7,11,3,,35.5,506(-2),札幌,7,連闘,Y,,3,ヴィクトワールピサ,サクラバクシンオー,
13,7,シルフィードレーヴ,牝3,松田,栗東・西園正,差し,13.3,7,3,,35.9,446(+2),札幌,13,中1週,Y,,3,アメリカンペイトリオット,クロフネ,
14,7,スマートルシーダ,牡5,ルメー,栗東・音無,差し,8.6,5,5,,35.3,460(0),札幌,7,連闘,Y,,3,ディープインパクト,キングヘイロー,
15,8,ハピネスアゲン,牝4,江田照,美浦・萱野,差し,4.5,1,2,,35.7,464(+6),札幌,13,中1週,Y,,3,エイシンヒカリ,シンボリクリスエス,
16,8,ショウナンアメリア,牝4,池添,美浦・奥村武,先行,18.9,9,,,0.0,462(+6),札幌,41,中5週,Y,,3,ロードカナロア,ダイワメジャー,
