馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ダイメイビッグボス,牡2,横山武,美浦・武井,,3.9,2,,,,460(0),,,,,,,サートゥルナーリア,Into Mischief,,
2,2,アルテクィーン,牝2,鮫島駿,栗東・杉山晴,,6.1,4,,,,454(0),,,,,,,カラヴァッジオ,アドマイヤムーン,,
3,3,ロードレスポンス,牡2,横山和,美浦・和田勇,,51.5,9,,,,426(0),,,,,,,ロジャーバローズ,エスポワールシチー,,
4,4,ダイシンドラゴン,牡2,佐々木,栗東・高橋一,,3.0,1,,,,444(0),,,,,,,ビッグアーサー,ハーツクライ,,
5,5,キセキノユニコーン,牡2,古川奈,美浦・伊坂,,48.1,8,,,,482(0),,,,,,,キセキ,スウェプトオーヴァーボード,,
6,5,クールストラッチン,牝2,舟山,美浦・田島,,21.1,7,,,,440(0),,,,,,,サリオス,Manduro,,
7,6,ヴィヴィアンリーチ,牝2,小林美,栗東・東田,,7.8,5,,,,430(0),,,,,,,タワーオブロンドン,トーセンジョーダン,,
8,6,ウィルレーヴィア,牡2,横山琉,美浦・尾形,,119.2,12,,,,422(0),,,,,,,トーセンレーヴ,ゴールドシップ,,
9,7,グランモンターナ,牡2,古川吉,栗東・井上,,74.4,10,,,,434(0),,,,,,,ミスチヴィアスアレックス,エピファネイア,,
10,7,アイルドフルール,牝2,北村友,栗東・田中克,,19.2,6,,,,396(0),,,,,,,ミッキーアイル,ゴールドアリュール,,
11,8,ブルドッグミトス,牝2,丹内,栗東・安達,,77.3,11,,,,430(0),,,,,,,ブルドッグボス,エイシンフラッシュ,,
12,8,ショウナンカノア,牝2,池添,栗東・清水久,,4.9,3,,,,458(0),,,,,,,ドレフォン,キンシャサノキセキ,,
