馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヴィアルークス,牡7,森一,栗東・小林,先行,2.2,1,3,障害4歳以上未勝利,13.5,510(+4),新潟,154,中21週,Y,,3,ディープインパクト,Beat Hollow,,
2,2,シーク,セ3,小牧加,栗東・角田,先行,14.3,6,6,3歳未勝利,37.1,528(+16),小倉,91,中12週,Y,,3,キズナ,ボストンハーバー,,
3,3,エブリモーメント,牡4,黒岩,栗東・牧田,差し,46.5,11,6,障害3歳以上未勝利,13.9,502(0),阪神,21,中2週,Y,,3,ベストウォーリア,マツリダゴッホ,,
4,4,ブラックバラード,セ4,,美浦・嘉藤,差し,46.8,12,8,3歳以上1勝クラス,35.7,458(+16),札幌,71,中9週,Y,,3,ダノンバラード,ジャングルポケット,,
5,5,フォーディアライフ,セ4,石神深,美浦・矢嶋,,4.6,2,4,障害3歳以上未勝利,13.8,538(-4),中山,28,中3週,Y,,3,ドレフォン,ハーツクライ,,
6,5,ゴットリープ,牡5,五十嵐,美浦・栗田,,38.9,9,7,障害3歳以上未勝利,13.3,482(+10),新潟,70,中9週,Y,,3,キンシャサノキセキ,コマンズ,,
7,6,スズノイナズマ,セ7,大江圭,美浦・深山,差し,18.4,8,4,障害3歳以上未勝利,13.3,478(+10),中京,49,中6週,Y,,3,リーチザクラウン,アグネスタキオン,,
8,6,アルカンサス,牡6,西谷誠,美浦・土田,差し,10.4,4,6,障害3歳以上未勝利,13.9,482(-8),中山,28,中3週,Y,,3,シルバーステート,Orientate,,B
9,7,ストラクチャー,セ4,草野,美浦・和田郎,追込,10.8,5,4,障害3歳以上未勝利,13.4,446(+4),小倉,105,中14週,Y,,3,リアルスティール,マンハッタンカフェ,,
10,7,シルバースペード,牡5,上野,美浦・小野,差し,16.5,7,8,障害3歳以上未勝利,13.8,478(-2),小倉,91,中12週,Y,,3,シルバーステート,キングカメハメハ,,
11,8,シュハリ,牡5,江田勇,美浦・粕谷,先行,43.9,10,5,障害3歳以上未勝利,13.8,458(0),中山,28,中3週,Y,,3,カレンブラックヒル,Kris,,
12,8,オステリア,牡6,高田,栗東・宮本,先行,8.4,3,4,障害3歳以上未勝利,13.7,522(-2),阪神,21,中2週,Y,,3,ドレフォン,ダイワメジャー,,
