コーナー,通過順
1コーナー,"8-(2,6)(1,3)-(4,7)-5"
2コーナー,"8-6,2,3,1(4,7)-5"
3コーナー,"8,6(2,3)-(1,7)4,5"
4コーナー,"(*8,6)3(2,1,7)4,5"
