コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"14(1,2)-7(3,8)(4,9,11)13(12,6)10,5"
4コーナー,"(*14,2)3(1,7)8(4,9)-(12,11)(13,6)(5,10)"
