券種,組み合わせ,配当,人気
単勝,1,170,1
複勝,1,110,1
複勝,6,280,6
複勝,8,200,4
枠連,1-6,1400,7
馬連,1-6,1340,5
ワイド,1-6,490,6
ワイド,1-8,410,3
ワイド,6-8,1410,17
馬単,1-6,1790,5
3連複,1-6-8,3190,10
3連単,1-6-8,9730,30
