馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ミルフルール,牝5,吉田豊,美浦・伊坂,逃げ,407.6,15,11,4歳以上2勝クラス,38.2,492(0),東京,22,中2週,Y,,2,ホッコータルマエ,ブラックタイド,,
2,1,マンダリンボレロ,牡6,松岡,美浦・伊藤伸,差し,134.6,11,9,4歳以上2勝クラス,38.7,510(+4),中山,57,中7週,Y,,3,スピルバーグ,アドマイヤムーン,,
3,2,クラッシファイド,牡5,坂井,美浦・黒岩,,9.3,4,5,4歳以上2勝クラス,34.2,480(-2),中山,42,中5週,Y,,3,リアルスティール,ディスクリートキャット,,
4,2,ライフゲート,セ4,松山,美浦・伊藤圭,差し,12.0,5,3,4歳以上2勝クラス,36.2,514(+2),東京,22,中2週,Y,,3,マインドユアビスケッツ,セイントアレックス,,B
5,3,ディーズゴールド,牡4,ルメー,美浦・田村,先行,13.9,7,4,4歳以上2勝クラス,36.3,488(+4),東京,29,中3週,Y,,3,リオンディーズ,ディープインパクト,,
6,3,バロンドール,牡5,横山典,栗東・松永幹,差し,41.3,9,3,4歳以上2勝クラス,36.0,552(+12),東京,29,中3週,Y,,3,ニューイヤーズデイ,ルーラーシップ,,
7,4,サンコンクエスト,牝4,西村淳,栗東・渡辺,先行,95.8,10,10,,38.5,564(+6),新潟,21,中2週,Y,,3,サートゥルナーリア,Custom for Carlos,,B
8,4,ニューファウンド,セ4,木幡巧,美浦・相沢,先行,146.0,12,9,4歳以上2勝クラス,39.6,520(+2),中山,77,中10週,Y,,3,ニューイヤーズデイ,ステイゴールド,,B
9,5,リザードアイランド,牡4,横山和,美浦・田村,先行,7.3,3,2,,37.5,490(+2),中山,50,中6週,Y,,3,イスラボニータ,スニッツェル,,
10,5,オーロラアーク,牝7,柴田大,美浦・石栗,追込,511.4,16,15,4歳以上2勝クラス,36.5,466(+10),東京,15,中1週,Y,,2,クリエイターII,ネオユニヴァース,,
11,6,ヘニーガイスト,牡4,横山武,美浦・加藤征,先行,1.9,1,1,3歳1勝クラス,36.1,528(+10),東京,477,中67週,Y,Y,3,ヘニーヒューズ,ダイワメジャー,,
12,6,シンボリノエル,牝5,佐々木,美浦・秋本,差し,149.4,13,6,,37.4,512(+8),新潟,21,中2週,Y,,3,ドレフォン,オレハマッテルゼ,,
13,7,ペッレグリーニ,セ5,岩田望,美浦・手塚久,差し,26.0,8,6,,34.0,452(+2),中山,64,中8週,Y,,3,レイデオロ,ネオユニヴァース,,B
14,7,バルダンツァ,牡5,田辺,美浦・天間,差し,13.0,6,5,4歳以上2勝クラス,35.6,484(0),東京,29,中3週,Y,,3,ドリームバレンチノ,フジキセキ,,
15,8,サンカルミア,牡5,菅原明,美浦・伊坂,差し,162.8,14,7,,38.7,490(0),新潟,14,中1週,Y,,3,ロージズインメイ,ブラックタイド,,B
16,8,ホレーショ,牡5,戸崎圭,美浦・西田,差し,6.4,2,3,4歳以上2勝クラス,38.2,532(+4),中山,57,中7週,Y,,3,リアルインパクト,Candy Stripes,,
