着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,12,コスタノヴァ,牡6,58.0,ルメー,1:35.4,,2,3.4,35.2,美浦木村,488(-4)
2,7,14,ウィルソンテソーロ,牡7,58.0,川田,1:35.5,1/2,3,5.4,35.7,美浦高木,486(+2)
3,5,9,ダブルハートボンド,牝5,56.0,坂井,1:35.6,1/2,1,3.0,36.0,栗東大久保,476(+2)
4,2,3,ブライアンセンス,牡6,58.0,岩田望,1:35.7,3/4,10,40.6,35.6,美浦斎藤誠,524(0)
5,1,1,オメガギネス,牡6,58.0,岩田康,1:36.2,3,8,28.6,36.7,栗東安田,498(-2)
6,8,15,ペプチドナイル,牡8,58.0,富田,1:36.2,ハナ,11,53.6,36.9,栗東武英,532(+6)
7,7,13,ナチュラルライズ,牡4,58.0,横山武,1:36.2,クビ,7,21.4,35.7,美浦伊藤圭,506(+5)
8,3,6,ラムジェット,牡5,58.0,三浦,1:36.3,1/2,4,7.8,35.7,栗東佐々木,530(+14)
9,3,5,シックスペンス,牡5,58.0,戸崎圭,1:36.4,3/4,6,17.4,37.2,美浦国枝,514(+12)
10,2,4,ペリエール,牡6,58.0,佐々木,1:36.6,3/4,9,32.9,36.8,美浦黒岩,492(+8)
11,5,10,ロードクロンヌ,牡5,58.0,横山和,1:36.7,3/4,5,14.7,37.5,栗東四位,500(0)
12,6,11,サンライズホーク,セ7,58.0,松岡,1:37.2,3,16,346.3,36.5,栗東牧浦,512(-6)
13,4,8,サクラトゥジュール,セ9,58.0,キング,1:37.7,3.1/2,13,74.1,37.6,美浦堀,510(-4)
14,4,7,ロングラン,セ8,58.0,荻野極,1:37.8,クビ,15,235.1,37.4,美浦和田勇,482(+4)
15,8,16,サイモンザナドゥ,牡6,58.0,池添,1:37.8,ハナ,12,66.6,37.8,栗東小林,470(-8)
16,1,2,ハッピーマン,牡4,58.0,高杉,1:39.1,8,14,98.1,39.5,栗東寺島,470(-4)
