コーナー,通過順
1コーナー,"16,11,9,6(5,7)14(3,13)(1,12)10,4-(2,15)-8"
2コーナー,"16,11,9(6,7)14(5,13)(3,12)(1,10)-4,2,15,8"
3コーナー,"(*16,11,9)-7(6,13)14,3,12(5,1,10)(4,2)15,8"
4コーナー,"(*16,11,9)-(6,13,7)-3-1(12,14)10,4(5,15)8,2"
