馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジーネキング,牡2,斎藤,美浦・斎藤誠,,31.1,10,1,2歳未勝利,34.4,478(+4),新潟,21,中2週,Y,,3,コントレイル,Into Mischief,
2,2,ジャスティンシカゴ,牡2,横山武,美浦・宮田,,22.9,7,1,2歳新馬,35.6,484(-4),札幌,20,中2週,Y,,1,スワーヴリチャード,キングカメハメハ,
3,3,ポペット,牝2,橋木,栗東・高橋康,差し,7.3,5,1,2歳新馬,33.9,412(-4),札幌,35,中4週,Y,,1,サトノクラウン,エピファネイア,
4,4,ショウナンガルフ,牡2,池添,栗東・須貝,先行,3.4,1,1,2歳新馬,35.4,472(-2),函館,62,中8週,Y,,1,ハービンジャー,ハーツクライ,
5,5,ヒシアムルーズ,牡2,佐々木,美浦・堀,逃げ,22.5,6,1,2歳新馬,36.7,474(+2),札幌,28,中3週,Y,,1,サートゥルナーリア,Sightseeing,
6,5,サンセットゴールド,牡2,鮫島駿,栗東・矢作,,28.2,9,1,2歳新馬,34.4,456(+8),札幌,41,中5週,Y,,1,キズナ,キングカメハメハ,
7,6,ミリオンクラウン,牡2,丹内,地方・田中淳,先行,73.6,11,2,,35.6,494(-2),札幌,21,中2週,Y,,1,リーチザクラウン,パイロ,
8,6,ロスパレドネス,牡2,ルメー,美浦・木村,差し,5.1,3,1,2歳新馬,35.6,490(-6),福島,69,中9週,Y,,1,ドレフォン,キングカメハメハ,
9,7,トーアサジタリウス,牡2,古川吉,地方・佐々国,差し,234.6,12,2,,36.7,448(-8),札幌,14,中1週,Y,,1,ドリームバレンチノ,タイキシャトル,
10,7,アーレムアレス,牡2,菱田,栗東・橋口,,4.2,2,1,2歳新馬,34.5,484(+6),函館,48,中6週,Y,,1,ハービンジャー,ワークフォース,
11,8,スマートプリエール,牝2,武豊,栗東・大久保,先行,5.3,4,1,2歳未勝利,34.9,476(+10),函館,49,中6週,Y,,2,エピファネイア,ディープインパクト,
12,8,オブラプリーマ,牝2,石橋脩,美浦・上原佑,差し,25.9,8,1,2歳新馬,35.8,416(+10),福島,48,中6週,Y,,1,ヴァンゴッホ,ハーツクライ,
