馬番,枠番,馬名,性齢,斤量,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アレストラウム,牡2,55.0,西村淳,栗東・佐藤悠,先行,3.1,2,3,2歳新馬,41.2,528(-4),中京,35,中4週,Y,,1,デクラレーションオブウォー,クロフネ,,
2,2,アイゼンフォルク,牡2,55.0,松山,栗東・池添,先行,5.2,3,13,2歳未勝利,41.3,460(-12),中京,42,中5週,Y,,2,ブリックスアンドモルタル,ナリタトップロード,,
3,3,クリスティーナ,牝2,55.0,Ｍデム,栗東・飯田,追込,23.2,4,9,2歳新馬,34.5,496(0),阪神,14,中1週,Y,,1,ダンカーク,キングズベスト,,
4,4,ホットハニーラグ,牝2,55.0,高杉,栗東・寺島,差し,29.9,5,6,2歳新馬,37.5,450(+2),阪神,6,連闘,Y,,1,ニューイヤーズデイ,Congrats,,
5,5,ヘスティア,牝2,55.0,角田和,栗東・高橋亮,差し,32.3,6,4,2歳未勝利,39.9,460(-4),阪神,13,中1週,Y,,2,パイロ,ノヴェリスト,,
6,6,パルパル,牡2,55.0,吉村,栗東・小栗,,1.5,1,2,2歳新馬,37.3,510(+2),阪神,14,中1週,Y,,1,Golden Pal,Exchange Rate,,
7,7,シャイニーヒーロー,牡2,52.0,大久保,美浦・畠山,差し,196.6,7,10,2歳未勝利,42.3,438(-4),中山,14,中1週,Y,,3,サトノアラジン,ロックオブジブラルタル,,
