馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,スズカハービン,牡5,難波,栗東・高橋忠,先行,2.1,1,1,,13.2,466(-4),新潟,35,中4週,Y,,3,ハービンジャー,サンデーサイレンス,,
2,2,マイネルヴァッサー,牡1,坂口,美浦・土田,差し,114.1,11,7,,13.6,440(+16),小倉,84,中11週,Y,,3,ステイゴールド,メジロブライト,,
3,3,テクネチウム,牡4,小野寺,栗東・前川,追込,66.7,9,11,,14.2,490(0),京都,125,中17週,Y,,3,マクフィ,キングズベスト,,
4,4,パープルアドミラル,牡5,大江圭,美浦・堀内,追込,16.0,5,2,,13.2,446(+8),中京,42,中5週,Y,,3,シビルウォー,マンハッタンカフェ,,
5,5,ブリエヴェール,牡7,金子,美浦・小笠,差し,21.0,6,6,,12.9,462(+6),新潟,63,中8週,Y,,3,エイシンフラッシュ,ゴールドアリュール,,
6,6,スピアヘッド,牡6,石神深,美浦・菊川,差し,22.1,7,7,,13.8,452(+4),福島,77,中10週,Y,,3,ハービンジャー,スペシャルウィーク,,
7,6,ピーターサイト,牡5,上野,美浦・村田,,4.4,2,8,,13.9,482(+6),中山,168,中23週,Y,,3,ワンアンドオンリー,ブライアンズタイム,,
8,7,ピンポイントドロー,牡5,五十嵐,美浦・田中勝,差し,104.0,10,9,,13.7,512(+6),中山,175,中24週,Y,,3,レッドファルクス,オルフェーヴル,,
9,7,モントライゼ,牡7,高田,栗東・松永幹,差し,4.9,3,3,,12.9,518(-2),新潟,63,中8週,Y,,3,ダイワメジャー,Nayef,,
10,8,シゲルタヌキ,牡6,小坂,栗東・谷,先行,36.3,8,8,,13.9,484(-2),中山,21,中2週,Y,,3,ビッグアーサー,ファスリエフ,,
11,8,ジオフロント,牡7,鷲頭,栗東・清水久,先行,7.4,4,8,,13.3,476(-4),中京,56,中7週,Y,,3,ハーツクライ,キングカメハメハ,,
