券種,組み合わせ,配当,人気
単勝,10,460,3
複勝,10,230,4
複勝,2,210,3
複勝,1,330,6
枠連,2-7,1950,8
馬連,2-10,2030,9
ワイド,2-10,690,9
ワイド,1-10,790,11
ワイド,1-2,1170,16
馬単,10-2,2970,13
3連複,1-2-10,6270,22
3連単,10-2-1,25390,95
