券種,組み合わせ,配当,人気
単勝,1,350,1
複勝,1,130,1
複勝,2,130,2
複勝,7,170,4
枠連,1-2,580,1
馬連,1-2,650,1
ワイド,1-2,270,1
ワイド,1-7,370,4
ワイド,2-7,500,6
馬単,1-2,1200,1
3連複,1-2-7,1430,3
3連単,1-2-7,5480,7
