着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,7,チャリングクロス,牡3,53.0,戸崎圭,2:26.9,,2,2.1,34.5,美浦奥村武,488(+8)
2,7,8,レーヴドロペラ,牝4,53.0,ゴンサ,2:27.2,1.3/4,3,9.6,34.5,美浦加藤士,468(+2)
3,5,5,オウケンボルト,牡7,53.0,吉田豊,2:27.4,1.1/4,8,52.2,35.4,美浦松永康,460(-4)
4,6,6,ランツフート,牡4,55.0,三浦,2:27.6,1.1/4,4,17.0,35.3,栗東大久保,466(+4)
5,3,3,ピックデムッシュ,牡4,57.0,ルメー,2:28.3,4,1,2.0,35.4,美浦鹿戸,462(+4)
6,8,9,クリフハンガー,セ5,54.0,原,2:28.6,1.3/4,6,37.7,35.6,美浦上原博,444(-2)
7,1,1,フルレゾン,牝5,53.0,武藤,2:28.7,1/2,5,19.3,35.8,栗東池添,440(-18)
8,4,4,バンフィエルド,牡7,54.0,柴田大,2:29.0,1.3/4,9,163.7,35.9,美浦粕谷,440(+4)
9,8,10,シテフローラル,セ8,55.0,松山,2:29.1,1/2,7,45.0,36.4,美浦堀,450(+12)
10,2,2,サイモンルモンド,セ9,50.0,木幡育,2:29.1,アタマ,10,248.2,35.7,美浦的場,460(0)
